comp_id,skater_fullname,skater_nat,gender,bv,num_quads,num_triples,num_doubles,num_jump_errors,num_spin_errors,judge_nat,judge_tes,judge_pcs,judge_total
WC_1617,Maxim KOVTUN,RUS,M,72.08,2,4,5,1,0,CAN,73.68,77.5,151.18
WC_1617,Brendan KERRY,AUS,M,77.87,1,8,1,1,0,CAN,77.97,73.0,150.97
WC_1617,Chafik BESSEGHIER,FRA,M,82.54,2,6,4,0,0,CAN,77.74,71.0,148.74
WC_1617,Keiji TANAKA,JPN,M,74.2,2,6,2,1,1,CAN,73.1,70.0,143.1
WC_1617,Michal BREZINA,CZE,M,66.69,1,5,4,0,0,CAN,69.29,77.0,146.29000000000002
WC_1617,Julian Zhi Jie YEE,MAS,M,70.52,0,8,3,0,0,CAN,72.22,73.5,145.72
WC_1617,Denis TEN,KAZ,M,72.05,1,7,2,1,0,CAN,64.65,80.5,145.15
WC_1617,Paul FENTZ,GER,M,73.63,2,6,2,2,0,CAN,71.23,68.0,139.23000000000002
WC_1617,Jorik HENDRICKX,BEL,M,68.99,0,8,3,1,0,CAN,70.49,72.0,142.49
WC_1617,Alexander MAJOROV,SWE,M,57.68,0,5,6,1,0,CAN,57.08,68.5,125.58
WC_1617,Michael Christian MARTINEZ,PHI,M,69.15,0,8,3,1,0,CAN,62.25,67.5,129.75
4CC_1617,Gabrielle DALEMAN,CAN,F,32.13,0,3,1,0,0,TWN,36.73,31.8,68.53
4CC_1617,Kaetlyn OSMOND,CAN,F,32.53,0,3,1,1,0,TWN,36.33,32.8,69.13
4CC_1617,Elizabet TURSYNBAEVA,KAZ,F,32.84,0,3,1,0,0,TWN,38.64,29.8,68.44
4CC_1617,Mai MIHARA,JPN,F,32.26,0,3,1,0,0,TWN,37.56,32.4,69.96000000000001
4CC_1617,Mirai NAGASU,USA,F,29.89,0,3,1,1,0,TWN,33.19,31.6,64.78999999999999
4CC_1617,Dabin CHOI,KOR,F,32.46,0,3,1,0,0,TWN,35.66,25.8,61.459999999999994
4CC_1617,Mariah BELL,USA,F,28.96,0,2,2,0,0,TWN,31.66,31.6,63.260000000000005
4CC_1617,Zijun LI,CHN,F,29.03,0,3,1,1,0,TWN,32.23,28.8,61.03
4CC_1617,Rika HONGO,JPN,F,28.43,0,2,2,2,0,TWN,30.93,31.6,62.53
4CC_1617,Wakaba HIGUCHI,JPN,F,32.46,0,3,1,1,0,TWN,31.36,29.8,61.16
4CC_1617,Xiangning LI,CHN,F,31.93,0,3,1,0,0,TWN,31.13,22.4,53.53
4CC_1617,Karen CHEN,USA,F,24.51,0,2,2,1,0,TWN,25.71,30.6,56.31
4CC_1617,Kailani CRAINE,AUS,F,27.94,0,2,2,0,0,TWN,30.44,24.0,54.44
4CC_1617,Alaine CHARTRAND,CAN,F,27.94,0,2,1,1,0,TWN,25.74,29.0,54.739999999999995
4CC_1617,Ziquan ZHAO,CHN,F,27.59,0,3,1,2,0,TWN,26.59,24.6,51.19
4CC_1617,Brooklee HAN,AUS,F,26.23,0,2,2,2,0,TWN,25.43,23.0,48.43
4CC_1617,Nahyun KIM,KOR,F,24.44,0,2,2,2,0,TWN,21.94,23.2,45.14
4CC_1617,Amy LIN,TPE,F,23.93,0,2,2,1,0,TWN,24.73,23.8,48.53
4CC_1617,Maisy Hiu Ching MA,HKG,F,25.03,0,2,1,1,0,TWN,22.33,21.0,43.33
4CC_1617,Shuran YU,SGP,F,21.23,0,1,3,1,0,TWN,21.53,19.8,41.33
4CC_1617,Chloe ING,SGP,F,23.66,0,2,1,3,0,TWN,21.66,20.8,42.46
4CC_1617,Suh Hyun SON,KOR,F,22.6,0,2,1,3,0,TWN,19.6,21.0,40.6
4CC_1617,Michaela DU TOIT,RSA,F,19.33,0,2,1,3,0,TWN,17.13,19.6,36.730000000000004
4CC_1617,Mai MIHARA,JPN,F,62.52,0,7,4,0,0,CHN,74.72,61.6,136.32
4CC_1617,Mirai NAGASU,USA,F,60.77,0,7,4,0,0,CHN,74.17,63.2,137.37
4CC_1617,Gabrielle DALEMAN,CAN,F,55.32,0,6,4,0,0,CHN,65.12,65.2,130.32
4CC_1617,Dabin CHOI,KOR,F,59.14,0,7,4,2,0,CHN,65.14,59.6,124.74000000000001
4CC_1617,Zijun LI,CHN,F,59.24,0,7,4,1,0,CHN,63.84,59.2,123.04
4CC_1617,Kaetlyn OSMOND,CAN,F,54.26,0,7,1,2,0,CHN,55.96,63.6,119.56
4CC_1617,Mariah BELL,USA,F,58.09,0,6,4,2,0,CHN,58.99,59.2,118.19
4CC_1617,Alaine CHARTRAND,CAN,F,57.13,0,7,3,3,0,CHN,60.33,52.0,112.33
4CC_1617,Wakaba HIGUCHI,JPN,F,52.13,0,5,5,1,0,CHN,59.23,56.8,116.03
4CC_1617,Karen CHEN,USA,F,48.64,0,5,4,3,0,CHN,52.14,60.0,112.14
4CC_1617,Elizabet TURSYNBAEVA,KAZ,F,51.94,0,6,2,1,0,CHN,52.54,61.2,113.74000000000001
4CC_1617,Xiangning LI,CHN,F,55.53,0,6,4,2,0,CHN,61.13,49.6,110.73
4CC_1617,Rika HONGO,JPN,F,50.11,0,7,3,5,0,CHN,53.11,59.6,112.71000000000001
4CC_1617,Brooklee HAN,AUS,F,51.97,0,6,5,2,0,CHN,55.47,50.0,105.47
4CC_1617,Ziquan ZHAO,CHN,F,53.06,0,6,4,1,0,CHN,53.26,44.4,97.66
4CC_1617,Suh Hyun SON,KOR,F,50.66,0,6,4,5,0,CHN,45.46,42.0,87.46000000000001
4CC_1617,Kailani CRAINE,AUS,F,36.79,0,5,3,6,0,CHN,38.29,47.6,85.89
4CC_1617,Maisy Hiu Ching MA,HKG,F,42.39,0,4,5,2,0,CHN,41.79,42.0,83.78999999999999
4CC_1617,Amy LIN,TPE,F,33.34,0,3,2,1,0,CHN,36.34,47.2,83.54
4CC_1617,Chloe ING,SGP,F,43.71,0,3,8,4,0,CHN,39.71,42.4,82.11
4CC_1617,Shuran YU,SGP,F,40.53,0,3,6,1,1,CHN,36.93,38.4,75.33
4CC_1617,Nathan CHEN,USA,M,53.15,2,2,0,0,0,MEX,62.75,43.75,106.5
4CC_1617,Shoma UNO,JPN,M,49.85,2,2,0,0,0,MEX,53.35,42.75,96.1
4CC_1617,Yuzuru HANYU,JPN,M,39.55,1,2,1,0,0,MEX,50.75,46.5,97.25
4CC_1617,Boyang JIN,CHN,M,50.53,2,2,0,0,0,MEX,52.33,41.5,93.83
4CC_1617,Patrick CHAN,CAN,M,41.43,1,3,0,1,0,MEX,43.13,44.75,87.88
4CC_1617,Han YAN,CHN,M,40.68,1,3,0,0,0,MEX,48.48,39.75,88.22999999999999
4CC_1617,Grant HOCHSTEIN,USA,M,39.3,1,2,1,0,0,MEX,42.3,38.5,80.8
4CC_1617,Misha GE,UZB,M,37.33,0,4,0,1,0,MEX,40.03,38.25,78.28
4CC_1617,Jason BROWN,USA,M,36.32,0,4,0,1,0,MEX,38.92,41.5,80.42
4CC_1617,Brendan KERRY,AUS,M,42.75,1,3,0,0,0,MEX,44.45,35.25,79.7
4CC_1617,Keiji TANAKA,JPN,M,35.56,0,4,0,0,0,MEX,41.66,39.5,81.16
4CC_1617,Kevin REYNOLDS,CAN,M,38.9,2,2,0,2,0,MEX,44.4,38.25,82.65
4CC_1617,Nam NGUYEN,CAN,M,39.49,2,2,0,3,0,MEX,36.69,38.0,74.69
4CC_1617,Michael Christian MARTINEZ,PHI,M,36.0,0,4,0,0,0,MEX,40.6,35.25,75.85
4CC_1617,Julian Zhi Jie YEE,MAS,M,37.7,0,4,0,0,0,MEX,38.4,31.5,69.9
4CC_1617,June Hyoung LEE,KOR,M,33.46,0,3,1,0,0,MEX,36.46,35.5,71.96000000000001
4CC_1617,Sihyeong LEE,KOR,M,32.04,0,3,1,0,0,MEX,37.14,34.25,71.39
4CC_1617,Jinseo KIM,KOR,M,31.4,0,3,0,1,0,MEX,33.1,35.75,68.85
4CC_1617,Andrew DODDS,AUS,M,27.6,0,2,2,0,0,MEX,28.3,31.5,59.8
4CC_1617,Mark WEBSTER,AUS,M,34.23,0,4,0,0,0,MEX,29.83,32.0,61.83
4CC_1617,Leslie Man Cheuk IP,HKG,M,27.61,0,2,2,0,0,MEX,28.01,26.25,54.260000000000005
4CC_1617,Chih-I TSAO,TPE,M,30.26,0,4,0,2,1,MEX,24.96,31.25,56.21
4CC_1617,Kai Xiang CHEW,MAS,M,29.43,0,3,1,1,0,MEX,25.83,25.75,51.58
4CC_1617,Micah TANG,TPE,M,26.21,0,2,2,0,0,MEX,25.31,22.0,47.31
4CC_1617,Harry Hau Yin LEE,HKG,M,26.36,0,2,1,1,0,MEX,22.06,28.25,50.31
4CC_1617,Harrison Jon-Yen WONG,HKG,M,23.23,0,2,2,1,0,MEX,24.33,29.75,54.08
4CC_1617,Yuzuru HANYU,JPN,M,93.2,4,4,2,0,0,NZL,116.1,93.5,209.6
4CC_1617,Nathan CHEN,USA,M,106.48,5,4,3,1,0,NZL,121.68,90.0,211.68
4CC_1617,Shoma UNO,JPN,M,91.23,4,4,1,1,0,NZL,102.33,89.0,191.32999999999998
4CC_1617,Patrick CHAN,CAN,M,85.73,3,6,2,2,0,NZL,90.83,90.0,180.82999999999998
4CC_1617,Boyang JIN,CHN,M,106.18,5,5,1,1,0,NZL,102.88,80.5,183.38
4CC_1617,Jason BROWN,USA,M,70.04,0,7,3,2,0,NZL,81.44,89.5,170.94
4CC_1617,Nam NGUYEN,CAN,M,90.31,3,6,3,1,0,NZL,96.31,74.0,170.31
4CC_1617,Misha GE,UZB,M,73.73,0,8,3,0,0,NZL,83.33,80.5,163.82999999999998
4CC_1617,Grant HOCHSTEIN,USA,M,76.4,2,6,2,0,0,NZL,79.1,76.0,155.1
4CC_1617,Han YAN,CHN,M,74.42,2,6,1,0,0,NZL,75.92,79.5,155.42000000000002
4CC_1617,Brendan KERRY,AUS,M,78.14,1,8,2,0,0,NZL,79.04,77.5,156.54000000000002
4CC_1617,Kevin REYNOLDS,CAN,M,76.15,3,7,0,5,0,NZL,72.85,76.5,149.35
4CC_1617,Keiji TANAKA,JPN,M,63.52,0,6,5,0,0,NZL,69.32,70.5,139.82
4CC_1617,Michael Christian MARTINEZ,PHI,M,69.65,0,8,2,0,1,NZL,72.85,69.0,141.85
4CC_1617,Jinseo KIM,KOR,M,68.95,1,7,2,3,0,NZL,63.85,68.5,132.35
4CC_1617,Julian Zhi Jie YEE,MAS,M,66.97,0,8,4,2,0,NZL,66.47,73.5,139.97
4CC_1617,Sihyeong LEE,KOR,M,61.85,0,7,5,1,0,NZL,64.35,65.5,129.85
4CC_1617,June Hyoung LEE,KOR,M,61.94,0,8,4,3,1,NZL,56.34,61.5,117.84
4CC_1617,Chih-I TSAO,TPE,M,68.04,0,8,4,0,0,NZL,64.14,52.0,116.14
4CC_1617,Mark WEBSTER,AUS,M,57.91,0,6,5,1,0,NZL,50.71,56.0,106.71000000000001
4CC_1617,Andrew DODDS,AUS,M,52.6,0,5,6,1,0,NZL,48.4,60.5,108.9
4CC_1617,Leslie Man Cheuk IP,HKG,M,58.8,0,7,5,3,0,NZL,49.6,40.5,90.1
4CC_1617,Kai Xiang CHEW,MAS,M,50.89,0,6,4,3,0,NZL,45.09,49.0,94.09
4CC_1617,Micah TANG,TPE,M,50.94,0,6,5,1,0,NZL,47.34,45.5,92.84
EC_1617,Evgenia MEDVEDEVA,RUS,F,33.1,0,3,1,0,0,EST,42.5,36.8,79.3
EC_1617,Anna POGORILAYA,RUS,F,32.84,0,3,1,0,0,EST,39.14,35.2,74.34
EC_1617,Carolina KOSTNER,ITA,F,29.83,0,3,1,0,0,EST,36.53,37.2,73.73
EC_1617,Maria SOTSKOVA,RUS,F,33.06,0,3,1,0,0,EST,39.36,32.8,72.16
EC_1617,Laurine LECAVELIER,FRA,F,32.24,0,3,1,0,0,EST,36.94,27.4,64.34
EC_1617,Ivett TOTH,HUN,F,31.53,0,3,1,0,0,EST,35.43,26.0,61.43
EC_1617,Nicole RAJICOVA,SVK,F,29.83,0,2,2,0,0,EST,33.03,26.8,59.83
EC_1617,Roberta RODEGHIERO,ITA,F,30.63,0,3,1,0,0,EST,33.03,26.4,59.43
EC_1617,Nicole SCHOTT,GER,F,30.03,0,3,1,0,0,EST,33.23,26.8,60.03
EC_1617,Anastasia GALUSTYAN,ARM,F,29.43,0,3,1,1,0,EST,31.73,25.0,56.730000000000004
EC_1617,Loena HENDRICKX,BEL,F,28.4,0,2,2,1,0,EST,31.2,24.6,55.8
EC_1617,Mae Berenice MEITE,FRA,F,31.73,0,3,1,0,0,EST,31.63,24.8,56.43
EC_1617,Joshi HELGESSON,SWE,F,26.13,0,2,2,1,0,EST,28.23,27.0,55.230000000000004
EC_1617,Emmi PELTONEN,FIN,F,26.2,0,2,2,0,0,EST,30.3,26.4,56.7
EC_1617,Michaela-Lucie HANZLIKOVA,CZE,F,29.63,0,3,1,0,0,EST,30.93,20.4,51.33
EC_1617,Helery HAELVIN,EST,F,27.33,0,2,2,0,0,EST,29.83,23.6,53.43
EC_1617,Kerstin FRANK,AUT,F,26.77,0,2,2,0,0,EST,29.87,22.0,51.870000000000005
EC_1617,Matilda ALGOTSSON,SWE,F,28.4,0,2,2,1,0,EST,28.8,22.2,51.0
EC_1617,Viveca LINDFORS,FIN,F,29.53,0,3,1,2,0,EST,29.23,22.6,51.83
EC_1617,Angelina KUCHVALSKA,LAT,F,27.03,0,2,2,0,0,EST,25.33,23.6,48.93
EC_1617,Anna KHNYCHENKOVA,UKR,F,31.3,0,3,1,0,0,EST,30.2,23.2,53.4
EC_1617,Nathalie WEINZIERL,GER,F,24.73,0,2,2,2,0,EST,25.13,26.0,51.129999999999995
EC_1617,Anne Line GJERSEM,NOR,F,26.43,0,2,2,0,0,EST,25.73,22.6,48.33
EC_1617,Natasha MCKAY,GBR,F,24.4,0,2,2,1,0,EST,24.7,20.6,45.3
EC_1617,Julia SAUTER,ROU,F,25.73,0,2,2,0,0,EST,26.23,19.2,45.43
EC_1617,Dasa GRM,SLO,F,24.83,0,2,1,2,0,EST,21.63,23.0,44.629999999999995
EC_1617,Yasmine Kimiko YAMADA,SUI,F,26.33,0,3,1,1,0,EST,23.13,19.0,42.129999999999995
EC_1617,Elzbieta KROPA,LTU,F,27.23,0,3,1,0,0,EST,25.43,20.2,45.629999999999995
EC_1617,Antonina DUBININA,SRB,F,25.6,0,3,1,2,0,EST,23.3,17.6,40.900000000000006
EC_1617,Colette Coco KAMINSKI,POL,F,25.13,0,2,2,0,0,EST,21.93,19.6,41.53
EC_1617,Aimee BUCHANAN,ISR,F,22.77,0,2,2,2,0,EST,22.07,19.6,41.67
EC_1617,Birce ATABEY,TUR,F,20.0,0,2,1,2,0,EST,18.7,18.8,37.5
EC_1617,Valentina MATOS,ESP,F,22.73,0,2,1,1,0,EST,18.43,17.2,35.629999999999995
EC_1617,Hristina VASSILEVA,BUL,F,10.3,0,0,2,3,0,EST,9.1,17.0,26.1
EC_1617,Evgenia MEDVEDEVA,RUS,F,61.24,0,8,4,3,0,BEL,75.34,74.0,149.34
EC_1617,Carolina KOSTNER,ITA,F,55.5,0,6,5,1,0,BEL,62.7,74.8,137.5
EC_1617,Anna POGORILAYA,RUS,F,61.77,0,7,3,2,0,BEL,65.67,68.8,134.47
EC_1617,Laurine LECAVELIER,FRA,F,59.76,0,7,3,0,0,BEL,67.06,66.4,133.46
EC_1617,Maria SOTSKOVA,RUS,F,57.69,0,7,3,3,0,BEL,59.09,65.6,124.69
EC_1617,Nicole RAJICOVA,SVK,F,56.82,0,6,5,1,0,BEL,62.22,58.4,120.62
EC_1617,Loena HENDRICKX,BEL,F,55.32,0,5,6,0,0,BEL,62.32,57.2,119.52000000000001
EC_1617,Ivett TOTH,HUN,F,52.07,0,6,3,1,0,BEL,52.67,58.0,110.67
EC_1617,Emmi PELTONEN,FIN,F,49.02,0,5,5,0,0,BEL,54.42,52.0,106.42
EC_1617,Nicole SCHOTT,GER,F,46.71,0,5,4,0,0,BEL,50.71,58.0,108.71000000000001
EC_1617,Matilda ALGOTSSON,SWE,F,53.1,0,5,6,2,0,BEL,52.6,49.6,102.2
EC_1617,Roberta RODEGHIERO,ITA,F,46.95,0,5,3,1,1,BEL,48.45,59.2,107.65
EC_1617,Joshi HELGESSON,SWE,F,50.4,0,6,5,4,0,BEL,46.8,51.6,98.4
EC_1617,Anastasia GALUSTYAN,ARM,F,44.55,0,5,4,2,0,BEL,45.85,49.2,95.05000000000001
EC_1617,Helery HAELVIN,EST,F,51.07,0,5,5,1,0,BEL,48.17,50.0,98.17
EC_1617,Natasha MCKAY,GBR,F,44.83,0,4,6,1,0,BEL,51.43,48.0,99.43
EC_1617,Nathalie WEINZIERL,GER,F,50.33,0,6,3,1,0,BEL,48.03,48.8,96.83
EC_1617,Angelina KUCHVALSKA,LAT,F,44.04,0,4,5,1,0,BEL,45.94,48.4,94.34
EC_1617,Mae Berenice MEITE,FRA,F,48.1,0,5,3,1,0,BEL,45.4,50.4,95.8
EC_1617,Anna KHNYCHENKOVA,UKR,F,51.83,0,6,3,2,0,BEL,47.73,40.0,87.72999999999999
EC_1617,Michaela-Lucie HANZLIKOVA,CZE,F,40.33,0,4,6,2,0,BEL,41.33,48.8,90.13
EC_1617,Viveca LINDFORS,FIN,F,41.99,0,4,5,2,0,BEL,37.79,43.2,80.99000000000001
EC_1617,Anne Line GJERSEM,NOR,F,45.87,0,5,5,4,0,BEL,40.27,41.2,81.47
EC_1617,Kerstin FRANK,AUT,F,39.12,0,4,1,1,0,BEL,38.42,46.0,84.42
EC_1617,Javier FERNANDEZ,ESP,M,47.75,2,2,0,0,0,NOR,59.85,48.5,108.35
EC_1617,Maxim KOVTUN,RUS,M,48.05,2,2,0,0,0,NOR,55.45,42.75,98.2
EC_1617,Alexei BYCHENKO,ISR,M,42.16,1,3,0,0,0,NOR,48.96,39.0,87.96000000000001
EC_1617,Mikhail KOLYADA,RUS,M,34.2,1,2,0,1,0,NOR,43.3,43.5,86.8
EC_1617,Jorik HENDRICKX,BEL,M,39.04,0,4,0,0,0,NOR,44.54,41.5,86.03999999999999
EC_1617,Deniss VASILJEVS,LAT,M,37.73,0,4,0,0,0,NOR,43.33,41.75,85.08
EC_1617,Alexander MAJOROV,SWE,M,40.76,1,3,0,0,0,NOR,43.16,40.0,83.16
EC_1617,Michal BREZINA,CZE,M,38.05,0,4,0,0,0,NOR,39.35,41.5,80.85
EC_1617,Alexander SAMARIN,RUS,M,43.13,1,3,0,0,0,NOR,42.23,37.75,79.97999999999999
EC_1617,Moris KVITELASHVILI,GEO,M,41.93,1,3,0,0,0,NOR,41.33,28.5,69.83
EC_1617,Chafik BESSEGHIER,FRA,M,42.35,2,1,1,0,1,NOR,38.15,40.5,78.65
EC_1617,Paul FENTZ,GER,M,41.73,1,3,0,0,0,NOR,38.73,32.75,71.47999999999999
EC_1617,Kevin AYMOZ,FRA,M,37.4,0,4,0,0,0,NOR,37.2,31.75,68.95
EC_1617,Ivan RIGHINI,ITA,M,40.63,1,3,0,1,0,NOR,35.33,39.25,74.58
EC_1617,Ivan PAVLOV,UKR,M,35.37,0,4,0,1,0,NOR,35.47,31.5,66.97
EC_1617,Graham NEWBERRY,GBR,M,36.21,0,4,0,0,0,NOR,36.01,31.0,67.00999999999999
EC_1617,Javier RAYA,ESP,M,34.7,0,4,0,2,0,NOR,33.4,30.0,63.4
EC_1617,Maurizio ZANDRON,ITA,M,33.41,0,3,1,0,1,NOR,32.71,30.75,63.46
EC_1617,Stephane WALKER,SUI,M,34.36,0,3,1,1,0,NOR,31.06,31.75,62.81
EC_1617,Jiri BELOHRADSKY,CZE,M,31.81,0,3,1,0,0,NOR,30.71,30.75,61.46
EC_1617,Slavik HAYRAPETYAN,ARM,M,37.07,0,4,0,0,0,NOR,34.37,21.0,55.37
EC_1617,Valtter VIRTANEN,FIN,M,28.81,0,3,1,1,0,NOR,27.51,27.25,54.760000000000005
EC_1617,Sondre ODDVOLL BOE,NOR,M,24.2,0,2,1,1,0,NOR,26.2,31.75,57.95
EC_1617,Daniel Albert NAURITS,EST,M,26.7,0,3,1,3,0,NOR,25.8,27.0,52.8
EC_1617,Igor REZNICHENKO,POL,M,36.26,1,2,1,1,0,NOR,29.06,25.75,54.81
EC_1617,Nicholas VRDOLJAK,CRO,M,28.43,0,2,2,0,0,NOR,26.03,26.0,52.03
EC_1617,Alexander BOROVOJ,HUN,M,27.13,0,2,2,0,0,NOR,27.63,24.5,52.129999999999995
EC_1617,Thomas KENNES,NED,M,27.54,0,2,2,0,0,NOR,28.04,27.75,55.79
EC_1617,Anton KARPUK,BLR,M,29.7,0,4,0,1,0,NOR,24.7,22.0,46.7
EC_1617,Mark GORODNITSKY,ISR,M,28.53,0,3,1,1,0,NOR,25.53,25.5,51.03
EC_1617,Larry LOUPOLOVER,AZE,M,25.33,0,2,2,1,0,NOR,25.53,22.75,48.28
EC_1617,Engin Ali ARTAN,TUR,M,31.17,0,4,0,1,1,NOR,27.67,22.0,49.67
EC_1617,Daniel SAMOHIN,ISR,M,15.8,0,1,1,3,0,NOR,14.9,36.5,51.4
EC_1617,Michael NEUMAN,SVK,M,27.03,0,2,2,0,0,NOR,24.83,24.25,49.08
EC_1617,Nicky OBREYKOV,BUL,M,23.2,0,2,0,2,1,NOR,18.3,26.25,44.55
EC_1617,Mario-Rafael IONIAN,AUT,M,21.23,0,2,2,1,1,NOR,19.03,23.0,42.03
EC_1617,Javier FERNANDEZ,ESP,M,94.73,3,7,1,1,0,EST,95.33,91.0,186.32999999999998
EC_1617,Maxim KOVTUN,RUS,M,78.27,2,5,4,0,0,EST,88.67,85.5,174.17000000000002
EC_1617,Mikhail KOLYADA,RUS,M,78.13,2,5,4,0,0,EST,83.53,83.0,166.53
EC_1617,Moris KVITELASHVILI,GEO,M,87.38,3,6,2,0,0,EST,89.58,68.0,157.57999999999998
EC_1617,Jorik HENDRICKX,BEL,M,74.11,0,8,4,0,0,EST,80.01,83.5,163.51
EC_1617,Deniss VASILJEVS,LAT,M,67.74,0,7,4,0,0,EST,77.74,82.0,159.74
EC_1617,Alexander SAMARIN,RUS,M,80.88,2,6,3,0,1,EST,82.98,79.5,162.48000000000002
EC_1617,Paul FENTZ,GER,M,80.69,2,6,3,0,0,EST,82.99,67.0,149.99
EC_1617,Alexei BYCHENKO,ISR,M,78.47,2,6,3,1,0,EST,78.97,79.0,157.97
EC_1617,Chafik BESSEGHIER,FRA,M,75.33,1,7,4,1,0,EST,80.93,72.0,152.93
EC_1617,Ivan RIGHINI,ITA,M,71.98,1,7,3,0,0,EST,71.78,71.0,142.78
EC_1617,Alexander MAJOROV,SWE,M,63.56,0,6,6,2,0,EST,67.56,81.0,148.56
EC_1617,Michal BREZINA,CZE,M,67.24,1,6,2,1,0,EST,62.54,79.0,141.54
EC_1617,Ivan PAVLOV,UKR,M,66.93,0,8,2,1,0,EST,67.63,62.5,130.13
EC_1617,Stephane WALKER,SUI,M,67.91,0,8,3,1,0,EST,73.91,61.0,134.91
EC_1617,Graham NEWBERRY,GBR,M,65.67,0,8,3,0,0,EST,69.97,61.5,131.47
EC_1617,Javier RAYA,ESP,M,65.44,0,7,4,2,0,EST,61.14,59.5,120.64
EC_1617,Kevin AYMOZ,FRA,M,61.18,0,6,5,0,1,EST,62.48,63.0,125.47999999999999
EC_1617,Maurizio ZANDRON,ITA,M,64.79,0,7,3,0,0,EST,58.99,62.0,120.99000000000001
EC_1617,Daniel Albert NAURITS,EST,M,62.68,0,7,4,2,1,EST,62.28,60.5,122.78
EC_1617,Jiri BELOHRADSKY,CZE,M,62.73,0,7,4,0,0,EST,62.93,57.5,120.43
EC_1617,Slavik HAYRAPETYAN,ARM,M,62.28,0,6,5,0,0,EST,66.98,60.5,127.48
EC_1617,Sondre ODDVOLL BOE,NOR,M,48.35,0,5,4,1,1,EST,47.65,58.0,105.65
EC_1617,Valtter VIRTANEN,FIN,M,56.03,1,5,4,3,1,EST,48.63,59.5,108.13
GPF_1617,Evgenia MEDVEDEVA,RUS,F,33.1,0,3,1,0,0,KOR,41.3,35.8,77.1
GPF_1617,Kaetlyn OSMOND,CAN,F,32.53,0,3,1,0,0,KOR,40.73,35.4,76.13
GPF_1617,Satoko MIYAHARA,JPN,F,33.54,0,3,1,0,0,KOR,39.84,31.8,71.64
GPF_1617,Anna POGORILAYA,RUS,F,32.84,0,3,1,0,0,KOR,37.24,34.2,71.44
GPF_1617,Elena RADIONOVA,RUS,F,31.19,0,3,1,1,0,KOR,35.09,34.6,69.69
GPF_1617,Maria SOTSKOVA,RUS,F,30.2,0,3,1,2,0,KOR,31.9,30.8,62.7
GPF_1617,Evgenia MEDVEDEVA,RUS,F,62.76,0,7,4,1,0,CHN,73.36,76.4,149.76
GPF_1617,Satoko MIYAHARA,JPN,F,61.24,0,7,4,1,0,CHN,72.44,72.4,144.84
GPF_1617,Anna POGORILAYA,RUS,F,62.77,0,7,3,1,0,CHN,74.47,71.2,145.67000000000002
GPF_1617,Kaetlyn OSMOND,CAN,F,54.72,0,5,5,0,0,CHN,65.12,68.8,133.92000000000002
GPF_1617,Maria SOTSKOVA,RUS,F,59.83,0,7,3,1,0,CHN,68.03,68.8,136.82999999999998
GPF_1617,Elena RADIONOVA,RUS,F,54.69,0,7,2,3,0,CHN,56.49,66.4,122.89000000000001
GPF_1617,Yuzuru HANYU,JPN,M,49.75,2,2,0,0,0,RUS,57.65,47.0,104.65
GPF_1617,Patrick CHAN,CAN,M,42.9,1,3,0,0,0,RUS,51.7,46.25,97.95
GPF_1617,Javier FERNANDEZ,ESP,M,47.25,2,2,0,0,0,RUS,46.15,44.75,90.9
GPF_1617,Shoma UNO,JPN,M,39.55,2,1,0,2,0,RUS,42.65,41.75,84.4
GPF_1617,Nathan CHEN,USA,M,47.95,2,2,0,1,0,RUS,45.75,40.0,85.75
GPF_1617,Adam RIPPON,USA,M,36.6,0,4,0,1,0,RUS,41.7,42.25,83.95
GPF_1617,Nathan CHEN,USA,M,101.02,4,6,2,0,0,KOR,114.72,86.5,201.22
GPF_1617,Shoma UNO,JPN,M,92.48,3,6,1,1,0,KOR,105.08,91.5,196.57999999999998
GPF_1617,Yuzuru HANYU,JPN,M,88.24,4,4,1,2,0,KOR,97.64,94.5,192.14
GPF_1617,Javier FERNANDEZ,ESP,M,83.09,2,7,2,2,0,KOR,86.79,92.0,178.79000000000002
GPF_1617,Patrick CHAN,CAN,M,77.23,2,6,2,1,0,KOR,79.23,93.0,172.23000000000002
GPF_1617,Adam RIPPON,USA,M,66.73,1,7,2,2,0,KOR,67.33,82.5,149.82999999999998
GPFRA_1617,Evgenia MEDVEDEVA,RUS,F,33.1,0,3,1,0,0,KOR,41.3,34.2,75.5
GPFRA_1617,Gabrielle DALEMAN,CAN,F,31.53,0,3,1,0,0,KOR,40.03,31.4,71.43
GPFRA_1617,Maria SOTSKOVA,RUS,F,33.06,0,3,1,0,0,KOR,38.86,29.8,68.66
GPFRA_1617,Laurine LECAVELIER,FRA,F,31.03,0,3,1,0,0,KOR,35.63,27.8,63.43000000000001
GPFRA_1617,Wakaba HIGUCHI,JPN,F,27.93,0,2,2,1,0,KOR,33.53,30.0,63.53
GPFRA_1617,So Youn PARK,KOR,F,30.33,0,3,1,0,0,KOR,34.93,28.8,63.730000000000004
GPFRA_1617,Alena LEONOVA,RUS,F,29.3,0,3,1,1,0,KOR,32.7,29.2,61.900000000000006
GPFRA_1617,Mao ASADA,JPN,F,26.21,0,2,2,1,0,KOR,30.21,32.8,63.01
GPFRA_1617,Anastasia GALUSTYAN,ARM,F,31.23,0,3,1,2,0,KOR,30.33,24.2,54.53
