element,comp_id,skater_fullname,event,bv,goe,edge_call,underrotated,downgraded,invalid,other_error,num_jump_errors,num_quads,num_triples,num_doubles,date
3F+2T,GPCAN_1112,Ashley WAGNER,LADIES_FS,6.60,0.90,0,0,0,0,0,0,0,1,1,2011-10-27
2A+2T,GPCAN_1112,Ashley WAGNER,LADIES_FS,4.60,0.43,0,0,0,0,0,0,0,0,2,2011-10-27
3Lz,GPCAN_1112,Ashley WAGNER,LADIES_FS,6.00,-0.50,1,0,0,0,0,1,0,1,0,2011-10-27
3Lz+SEQ,GPCAN_1112,Ashley WAGNER,LADIES_FS,3.70,-2.10,1,1,0,0,0,2,0,1,0,2011-10-27
3S,GPCAN_1112,Ashley WAGNER,LADIES_FS,4.62,0.40,0,0,0,0,0,0,0,1,0,2011-10-27
3Lo,GPCAN_1112,Ashley WAGNER,LADIES_FS,5.61,0.70,0,0,0,0,0,0,0,1,0,2011-10-27
3F,GPCAN_1112,Ashley WAGNER,LADIES_FS,5.83,1.10,0,0,0,0,0,0,0,1,0,2011-10-27
3T+3T,GPCAN_1112,Alena LEONOVA,LADIES_FS,8.20,1.20,0,0,0,0,0,0,0,2,0,2011-10-27
3Lo,GPCAN_1112,Alena LEONOVA,LADIES_FS,3.60,-1.50,0,1,0,0,0,1,0,1,0,2011-10-27
3Lz,GPCAN_1112,Alena LEONOVA,LADIES_FS,6.00,-0.80,1,0,0,0,0,1,0,1,0,2011-10-27
3F+2T,GPCAN_1112,Alena LEONOVA,LADIES_FS,7.26,0.60,0,0,0,0,0,0,0,1,1,2011-10-27
3S+2T+2T,GPCAN_1112,Alena LEONOVA,LADIES_FS,7.04,-0.50,0,1,0,0,0,1,0,1,2,2011-10-27
3F,GPCAN_1112,Alena LEONOVA,LADIES_FS,4.07,-1.20,0,1,0,0,0,1,0,1,0,2011-10-27
1A,GPCAN_1112,Alena LEONOVA,LADIES_FS,1.21,0.00,0,0,0,0,0,0,0,0,0,2011-10-27
3Lo+2T,GPCAN_1112,Mirai NAGASU,LADIES_FS,6.40,0.60,0,0,0,0,0,0,0,1,1,2011-10-27
2A+2T,GPCAN_1112,Mirai NAGASU,LADIES_FS,4.60,-0.57,0,0,0,0,0,0,0,0,2,2011-10-27
3Lz+2T+2Lo,GPCAN_1112,Mirai NAGASU,LADIES_FS,9.10,-0.60,0,0,0,0,0,0,0,1,2,2011-10-27
3Lz,GPCAN_1112,Mirai NAGASU,LADIES_FS,4.62,-1.90,1,1,0,0,0,2,0,1,0,2011-10-27
3T,GPCAN_1112,Mirai NAGASU,LADIES_FS,4.51,-0.90,0,0,0,0,0,0,0,1,0,2011-10-27
3Lo,GPCAN_1112,Mirai NAGASU,LADIES_FS,5.61,-0.10,0,0,0,0,0,0,0,1,0,2011-10-27
2A,GPCAN_1112,Mirai NAGASU,LADIES_FS,3.63,0.14,0,0,0,0,0,0,0,0,1,2011-10-27
3Lo,GPCAN_1112,Amelie LACOSTE,LADIES_FS,5.10,1.50,0,0,0,0,0,0,0,1,0,2011-10-27
2Lz,GPCAN_1112,Amelie LACOSTE,LADIES_FS,2.10,0.13,0,0,0,0,0,0,0,0,1,2011-10-27
3S+2Lo,GPCAN_1112,Amelie LACOSTE,LADIES_FS,6.00,-0.40,0,0,0,0,0,0,0,1,1,2011-10-27
1F,GPCAN_1112,Amelie LACOSTE,LADIES_FS,0.55,-0.23,0,0,0,0,0,0,0,0,0,2011-10-27
3Lo+2T,GPCAN_1112,Amelie LACOSTE,LADIES_FS,7.04,0.00,0,0,0,0,0,0,0,1,1,2011-10-27
2A,GPCAN_1112,Amelie LACOSTE,LADIES_FS,3.63,-1.07,0,0,0,0,0,0,0,0,1,2011-10-27
2S,GPCAN_1112,Amelie LACOSTE,LADIES_FS,1.43,0.00,0,0,0,0,0,0,0,0,1,2011-10-27
3Lz,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,6.00,0.70,0,0,0,0,0,0,0,1,0,2011-10-27
3T+2T,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,5.40,0.40,0,0,0,0,0,0,0,1,1,2011-10-27
2Lo,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,1.80,0.17,0,0,0,0,0,0,0,0,1,2011-10-27
2S,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,1.30,0.00,0,0,0,0,0,0,0,0,1,2011-10-27
3T+2T,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,5.94,0.60,0,0,0,0,0,0,0,1,1,2011-10-27
3Lo,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,3.96,-2.10,0,1,0,0,0,1,0,1,0,2011-10-27
2A,GPCAN_1112,Cynthia PHANEUF,LADIES_FS,3.63,-1.00,0,0,0,0,0,0,0,0,1,2011-10-27
3T+2T,GPCAN_1112,Sarah HECKEN,LADIES_FS,5.40,-0.60,0,0,0,0,0,0,0,1,1,2011-10-27
3S,GPCAN_1112,Sarah HECKEN,LADIES_FS,4.20,0.40,0,0,0,0,0,0,0,1,0,2011-10-27
3F,GPCAN_1112,Sarah HECKEN,LADIES_FS,5.30,-1.10,0,0,0,0,0,0,0,1,0,2011-10-27
3T,GPCAN_1112,Sarah HECKEN,LADIES_FS,4.51,0.30,0,0,0,0,0,0,0,1,0,2011-10-27
3S+SEQ,GPCAN_1112,Sarah HECKEN,LADIES_FS,3.70,-1.40,0,0,0,0,0,0,0,1,0,2011-10-27
2A,GPCAN_1112,Sarah HECKEN,LADIES_FS,3.63,0.14,0,0,0,0,0,0,0,0,1,2011-10-27
2A+2T+2T,GPCAN_1112,Sarah HECKEN,LADIES_FS,6.49,0.07,0,0,0,0,0,0,0,0,3,2011-10-27
3Lz,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,6.00,-1.40,0,0,0,0,0,0,0,1,0,2011-10-27
3S+2T,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,5.50,0.20,0,0,0,0,0,0,0,1,1,2011-10-27
3F,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,3.70,-2.10,1,1,0,0,0,2,0,1,0,2011-10-27
3T+2A+SEQ,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,5.92,0.30,0,0,0,0,0,0,0,1,1,2011-10-27
1Lz,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,0.66,-0.01,0,0,0,0,0,0,0,0,0,2011-10-27
3S,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,4.62,0.30,0,0,0,0,0,0,0,1,0,2011-10-27
1A+2A+SEQ,GPCAN_1112,Adriana DESANCTIS,LADIES_FS,3.87,0.00,0,0,0,0,0,0,0,0,1,2011-10-27
3Lo,GPCAN_1112,Rachael FLATT,LADIES_FS,3.60,-0.80,0,1,0,0,0,1,0,1,0,2011-10-27
3Lz,GPCAN_1112,Rachael FLATT,LADIES_FS,4.20,-2.10,0,1,0,0,0,1,0,1,0,2011-10-27
2F,GPCAN_1112,Rachael FLATT,LADIES_FS,1.80,-0.09,0,0,0,0,0,0,0,0,1,2011-10-27
3Lo+2T,GPCAN_1112,Rachael FLATT,LADIES_FS,7.04,0.10,0,0,0,0,0,0,0,1,1,2011-10-27
3S,GPCAN_1112,Rachael FLATT,LADIES_FS,3.19,-2.10,0,1,0,0,0,1,0,1,0,2011-10-27
2F,GPCAN_1112,Rachael FLATT,LADIES_FS,1.98,-0.13,0,0,0,0,0,0,0,0,1,2011-10-27
2A,GPCAN_1112,Rachael FLATT,LADIES_FS,2.53,-1.50,0,1,0,0,0,1,0,0,1,2011-10-27
4T+3T,WC_1213,Patrick CHAN,MEN_SP,14.40,1.57,0,0,0,0,0,0,1,1,0,2013-03-11
3A,WC_1213,Patrick CHAN,MEN_SP,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Patrick CHAN,MEN_SP,6.60,1.30,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Denis TEN,MEN_SP,10.30,1.71,0,0,0,0,0,0,1,0,0,2013-03-11
3A,WC_1213,Denis TEN,MEN_SP,8.50,1.86,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Denis TEN,MEN_SP,10.34,0.90,0,0,0,0,0,0,0,2,0,2013-03-11
4S+3T,WC_1213,Kevin REYNOLDS,MEN_SP,14.60,1.00,0,0,0,0,0,0,1,1,0,2013-03-11
3A,WC_1213,Kevin REYNOLDS,MEN_SP,8.50,0.14,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Kevin REYNOLDS,MEN_SP,10.30,-2.00,0,0,0,0,0,0,1,0,0,2013-03-11
4T,WC_1213,Daisuke TAKAHASHI,MEN_SP,7.20,-2.71,0,1,0,0,0,1,1,0,0,2013-03-11
3A,WC_1213,Daisuke TAKAHASHI,MEN_SP,8.50,1.86,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Daisuke TAKAHASHI,MEN_SP,9.79,-0.70,0,1,0,0,0,1,0,2,0,2013-03-11
4T+2T,WC_1213,Brian JOUBERT,MEN_SP,11.60,1.71,0,0,0,0,0,0,1,0,1,2013-03-11
3A,WC_1213,Brian JOUBERT,MEN_SP,8.50,0.29,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Brian JOUBERT,MEN_SP,6.00,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Michal BREZINA,MEN_SP,10.50,0.71,0,0,0,0,0,0,1,0,0,2013-03-11
3F+3T,WC_1213,Michal BREZINA,MEN_SP,9.40,1.10,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Michal BREZINA,MEN_SP,8.50,-0.71,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Javier FERNANDEZ,MEN_SP,10.50,2.00,0,0,0,0,0,0,1,0,0,2013-03-11
1A,WC_1213,Javier FERNANDEZ,MEN_SP,1.10,-0.60,0,0,0,0,0,0,0,0,0,2013-03-11
3Lz+3T,WC_1213,Javier FERNANDEZ,MEN_SP,11.11,1.10,0,0,0,0,0,0,0,2,0,2013-03-11
4S+2T,WC_1213,Max AARON,MEN_SP,11.80,0.14,0,0,0,0,0,0,1,0,1,2013-03-11
3Lz,WC_1213,Max AARON,MEN_SP,6.00,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Max AARON,MEN_SP,9.35,0.71,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Yuzuru HANYU,MEN_SP,7.20,-3.00,0,1,0,0,0,1,1,0,0,2013-03-11
3A,WC_1213,Yuzuru HANYU,MEN_SP,9.35,1.71,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Yuzuru HANYU,MEN_SP,6.60,-2.10,0,0,0,0,1,1,0,1,0,2013-03-11
3S,WC_1213,Florent AMODIO,MEN_SP,4.20,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Florent AMODIO,MEN_SP,8.50,1.14,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Florent AMODIO,MEN_SP,11.11,1.20,0,0,0,0,0,0,0,2,0,2013-03-11
1T,WC_1213,Takahito MURA,MEN_SP,0.40,-0.30,0,0,0,0,0,0,0,0,0,2013-03-11
3A,WC_1213,Takahito MURA,MEN_SP,8.50,1.86,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Takahito MURA,MEN_SP,10.10,0.90,0,0,0,0,0,0,0,2,0,2013-03-11
4T,WC_1213,Nan SONG,MEN_SP,10.30,-1.71,0,0,0,0,0,0,1,0,0,2013-03-11
3A,WC_1213,Nan SONG,MEN_SP,8.50,0.57,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Nan SONG,MEN_SP,11.11,-0.80,0,0,0,0,0,0,0,2,0,2013-03-11
3F+3T,WC_1213,Peter LIEBERS,MEN_SP,9.40,0.00,1,0,0,0,0,1,0,2,0,2013-03-11
3A,WC_1213,Peter LIEBERS,MEN_SP,8.50,-0.14,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Peter LIEBERS,MEN_SP,6.00,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Ross MINER,MEN_SP,4.20,-2.10,0,0,1,0,0,1,1,0,0,2013-03-11
3A,WC_1213,Ross MINER,MEN_SP,8.50,-0.86,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Ross MINER,MEN_SP,10.10,-0.40,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Misha GE,MEN_SP,6.00,-2.29,0,1,0,0,0,1,0,1,0,2013-03-11
3F+3T,WC_1213,Misha GE,MEN_SP,9.40,-0.70,1,0,0,0,0,1,0,2,0,2013-03-11
3Lz,WC_1213,Misha GE,MEN_SP,6.00,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Alexander MAJOROV,MEN_SP,10.10,0.80,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Alexander MAJOROV,MEN_SP,8.50,-0.86,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Alexander MAJOROV,MEN_SP,5.83,-1.70,1,0,0,0,0,1,0,1,0,2013-03-11
4T,WC_1213,Tomas VERNER,MEN_SP,10.30,-2.71,0,0,0,0,1,1,1,0,0,2013-03-11
3A,WC_1213,Tomas VERNER,MEN_SP,8.50,-3.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Tomas VERNER,MEN_SP,6.60,-1.40,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Andrei ROGOZINE,MEN_SP,9.40,0.70,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Andrei ROGOZINE,MEN_SP,8.50,-1.43,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Andrei ROGOZINE,MEN_SP,5.10,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
3T+1T,WC_1213,Maxim KOVTUN,MEN_SP,4.50,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Maxim KOVTUN,MEN_SP,8.50,1.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Maxim KOVTUN,MEN_SP,6.60,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Viktor ROMANENKOV,MEN_SP,8.50,1.14,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Viktor ROMANENKOV,MEN_SP,10.10,0.10,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Viktor ROMANENKOV,MEN_SP,5.83,-0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3S+3T,WC_1213,Viktor PFEIFER,MEN_SP,8.30,1.10,0,0,0,0,0,0,0,2,0,2013-03-11
3Lz,WC_1213,Viktor PFEIFER,MEN_SP,6.60,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Viktor PFEIFER,MEN_SP,3.63,-1.43,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Justus STRID,MEN_SP,8.50,-1.29,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Justus STRID,MEN_SP,9.40,0.70,0,0,0,0,0,0,0,2,0,2013-03-11
3Lz,WC_1213,Justus STRID,MEN_SP,6.00,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Jorik HENDRICKX,MEN_SP,8.50,-2.14,0,0,0,0,0,0,0,1,0,2013-03-11
2Lz+3T,WC_1213,Jorik HENDRICKX,MEN_SP,6.20,-0.30,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Jorik HENDRICKX,MEN_SP,5.61,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Yakov GODOROZHA,MEN_SP,8.50,-2.14,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Yakov GODOROZHA,MEN_SP,10.10,0.30,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Yakov GODOROZHA,MEN_SP,5.10,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Maciej CIEPLUCHA,MEN_SP,10.10,0.30,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Maciej CIEPLUCHA,MEN_SP,5.10,-0.30,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Maciej CIEPLUCHA,MEN_SP,3.63,0.43,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Jin Seo KIM,MEN_SP,8.50,0.57,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Jin Seo KIM,MEN_SP,6.00,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3T+3T,WC_1213,Jin Seo KIM,MEN_SP,7.70,-2.10,0,1,0,0,0,1,0,2,0,2013-03-11
2A,WC_1213,Paolo BACCHINI,MEN_SP,3.30,0.29,0,0,0,0,0,0,0,0,1,2013-03-11
3S+3T,WC_1213,Paolo BACCHINI,MEN_SP,8.30,0.60,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Paolo BACCHINI,MEN_SP,5.61,-0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Abzal RAKIMGALIEV,MEN_SP,9.40,0.10,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Abzal RAKIMGALIEV,MEN_SP,8.50,-1.14,0,0,0,0,0,0,0,1,0,2013-03-11
2Lo,WC_1213,Abzal RAKIMGALIEV,MEN_SP,1.98,-0.90,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Zoltan KELEMEN,MEN_SP,8.50,-2.00,0,0,0,0,0,0,0,1,0,2013-03-11
2F+3T,WC_1213,Zoltan KELEMEN,MEN_SP,5.90,0.00,0,0,0,0,0,0,0,1,1,2013-03-11
3Lz,WC_1213,Zoltan KELEMEN,MEN_SP,6.00,-0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Ronald LAM,MEN_SP,8.50,-3.00,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Ronald LAM,MEN_SP,9.40,0.30,0,0,0,0,0,0,0,2,0,2013-03-11
3Lz,WC_1213,Ronald LAM,MEN_SP,6.00,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Alexei BYCHENKO,MEN_SP,10.10,0.70,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Alexei BYCHENKO,MEN_SP,5.30,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Alexei BYCHENKO,MEN_SP,3.63,0.21,0,0,0,0,0,0,0,0,1,2013-03-11
3F+3T,WC_1213,Kim LUCINE,MEN_SP,9.40,-1.40,0,0,0,0,0,0,0,2,0,2013-03-11
2A,WC_1213,Kim LUCINE,MEN_SP,3.30,0.07,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz,WC_1213,Kim LUCINE,MEN_SP,6.60,-0.60,0,0,0,0,0,0,0,1,0,2013-03-11
3S,WC_1213,Paul Bonifacio PARKINSON,MEN_SP,4.20,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Paul Bonifacio PARKINSON,MEN_SP,8.50,-2.29,0,0,0,0,0,0,0,1,0,2013-03-11
1Lz,WC_1213,Paul Bonifacio PARKINSON,MEN_SP,0.66,-0.30,0,0,0,0,1,1,0,0,0,2013-03-11
3Lo+1Lo,WC_1213,Christopher CALUZA,MEN_SP,5.60,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Christopher CALUZA,MEN_SP,3.30,0.21,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+3T,WC_1213,Christopher CALUZA,MEN_SP,0.00,0.00,0,1,0,1,0,2,0,2,0,2013-03-11
4T,WC_1213,Denis TEN,MEN_FS,10.30,2.29,0,0,0,0,0,0,1,0,0,2013-03-11
3A+3T,WC_1213,Denis TEN,MEN_FS,12.60,1.86,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Denis TEN,MEN_FS,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+2T+2T,WC_1213,Denis TEN,MEN_FS,9.46,0.70,0,0,0,0,0,0,0,1,2,2013-03-11
2F+2T,WC_1213,Denis TEN,MEN_FS,3.41,0.04,0,0,0,0,0,0,0,0,2,2013-03-11
3S,WC_1213,Denis TEN,MEN_FS,4.62,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Denis TEN,MEN_FS,5.61,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Denis TEN,MEN_FS,3.63,0.79,0,0,0,0,0,0,0,0,1,2013-03-11
4T+3T,WC_1213,Patrick CHAN,MEN_FS,14.40,2.57,0,0,0,0,0,0,1,1,0,2013-03-11
4T,WC_1213,Patrick CHAN,MEN_FS,10.30,2.86,0,0,0,0,0,0,1,0,0,2013-03-11
3Lz,WC_1213,Patrick CHAN,MEN_FS,6.00,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Patrick CHAN,MEN_FS,6.60,-3.00,0,1,0,0,0,1,0,1,0,2013-03-11
3Lo,WC_1213,Patrick CHAN,MEN_FS,5.61,1.00,0,0,0,0,0,0,0,1,0,2013-03-11
3F+1Lo+3S,WC_1213,Patrick CHAN,MEN_FS,11.00,-1.30,0,0,0,0,0,0,0,2,0,2013-03-11
2Lz+2T,WC_1213,Patrick CHAN,MEN_FS,3.74,0.13,0,0,0,0,0,0,0,0,2,2013-03-11
2A,WC_1213,Patrick CHAN,MEN_FS,3.63,0.43,0,0,0,0,0,0,0,0,1,2013-03-11
4T,WC_1213,Yuzuru HANYU,MEN_FS,10.30,0.57,0,0,0,0,0,0,1,0,0,2013-03-11
4S,WC_1213,Yuzuru HANYU,MEN_FS,7.40,-1.86,0,1,0,0,0,1,1,0,0,2013-03-11
3F,WC_1213,Yuzuru HANYU,MEN_FS,5.30,-0.60,1,0,0,0,0,1,0,1,0,2013-03-11
3A+3T,WC_1213,Yuzuru HANYU,MEN_FS,13.86,1.14,0,0,0,0,0,0,0,2,0,2013-03-11
3A+2T,WC_1213,Yuzuru HANYU,MEN_FS,10.78,1.14,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Yuzuru HANYU,MEN_FS,5.61,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+2T+2T,WC_1213,Yuzuru HANYU,MEN_FS,9.46,0.40,0,0,0,0,0,0,0,1,2,2013-03-11
3Lz,WC_1213,Yuzuru HANYU,MEN_FS,6.60,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Javier FERNANDEZ,MEN_FS,10.30,1.86,0,0,0,0,0,0,1,0,0,2013-03-11
2S+2T,WC_1213,Javier FERNANDEZ,MEN_FS,2.60,0.06,0,0,0,0,0,0,0,0,2,2013-03-11
3A,WC_1213,Javier FERNANDEZ,MEN_FS,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Javier FERNANDEZ,MEN_FS,11.55,2.14,0,0,0,0,0,0,1,0,0,2013-03-11
1Lz+2T,WC_1213,Javier FERNANDEZ,MEN_FS,2.09,0.00,0,0,0,0,0,0,0,0,1,2013-03-11
3Lo,WC_1213,Javier FERNANDEZ,MEN_FS,5.61,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3F+1Lo+3S,WC_1213,Javier FERNANDEZ,MEN_FS,11.00,0.80,0,0,0,0,0,0,0,2,0,2013-03-11
3S,WC_1213,Javier FERNANDEZ,MEN_FS,4.62,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Takahito MURA,MEN_FS,10.30,-2.29,0,0,0,0,0,0,1,0,0,2013-03-11
3Lz+3T,WC_1213,Takahito MURA,MEN_FS,10.10,0.90,0,0,0,0,0,0,0,2,0,2013-03-11
3A,WC_1213,Takahito MURA,MEN_FS,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Takahito MURA,MEN_FS,5.10,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
3A+2T,WC_1213,Takahito MURA,MEN_FS,10.78,1.43,0,0,0,0,0,0,0,1,1,2013-03-11
3S+2T,WC_1213,Takahito MURA,MEN_FS,6.05,0.70,0,0,0,0,0,0,0,1,1,2013-03-11
3Lz,WC_1213,Takahito MURA,MEN_FS,6.60,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Takahito MURA,MEN_FS,5.83,-0.60,1,0,0,0,0,1,0,1,0,2013-03-11
4S+2T,WC_1213,Max AARON,MEN_FS,11.80,0.43,0,0,0,0,0,0,1,0,1,2013-03-11
2S,WC_1213,Max AARON,MEN_FS,1.30,0.06,0,0,0,0,0,0,0,0,1,2013-03-11
3A+2T,WC_1213,Max AARON,MEN_FS,10.78,1.29,0,0,0,0,0,0,0,1,1,2013-03-11
3Lz,WC_1213,Max AARON,MEN_FS,6.60,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Max AARON,MEN_FS,9.35,0.43,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+1Lo+3S,WC_1213,Max AARON,MEN_FS,11.77,1.40,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Max AARON,MEN_FS,5.83,-0.70,1,0,0,0,0,1,0,1,0,2013-03-11
3Lo,WC_1213,Max AARON,MEN_FS,5.61,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Kevin REYNOLDS,MEN_FS,10.50,-1.29,0,0,0,0,0,0,1,0,0,2013-03-11
4T+3T,WC_1213,Kevin REYNOLDS,MEN_FS,11.30,-0.57,0,1,0,0,0,1,1,1,0,2013-03-11
3A+3T,WC_1213,Kevin REYNOLDS,MEN_FS,10.10,-2.14,0,1,0,0,0,1,0,2,0,2013-03-11
4T,WC_1213,Kevin REYNOLDS,MEN_FS,7.92,-1.86,0,1,0,0,0,1,1,0,0,2013-03-11
2A,WC_1213,Kevin REYNOLDS,MEN_FS,3.63,0.29,0,0,0,0,0,0,0,0,1,2013-03-11
3F+2T+2Lo,WC_1213,Kevin REYNOLDS,MEN_FS,9.24,-0.90,1,0,0,0,0,1,0,1,2,2013-03-11
3Lz,WC_1213,Kevin REYNOLDS,MEN_FS,6.60,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3S,WC_1213,Kevin REYNOLDS,MEN_FS,4.62,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
4T,WC_1213,Daisuke TAKAHASHI,MEN_FS,7.20,-2.29,0,1,0,0,0,1,1,0,0,2013-03-11
3T,WC_1213,Daisuke TAKAHASHI,MEN_FS,4.10,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Daisuke TAKAHASHI,MEN_FS,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
3A+SEQ,WC_1213,Daisuke TAKAHASHI,MEN_FS,5.28,-3.00,0,1,0,0,0,1,0,1,0,2013-03-11
3Lo,WC_1213,Daisuke TAKAHASHI,MEN_FS,5.61,-0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3S,WC_1213,Daisuke TAKAHASHI,MEN_FS,4.62,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+2T+2Lo,WC_1213,Daisuke TAKAHASHI,MEN_FS,10.01,0.30,0,0,0,0,0,0,0,1,2,2013-03-11
3F,WC_1213,Daisuke TAKAHASHI,MEN_FS,5.83,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
