element,comp_id,skater_fullname,event,bv,goe,edge_call,underrotated,downgraded,invalid,other_error,num_jump_errors,num_quads,num_triples,num_doubles,date
3T+2Lo,WC_1011,Samuel CONTESTI,MEN_FS,0.00,0.00,0,0,0,1,0,1,0,1,1,2011-04-25
4T,WC_1011,Kevin VAN DER PERREN,MEN_FS,10.30,2.14,0,0,0,0,0,0,1,0,0,2011-04-25
2T+2T,WC_1011,Kevin VAN DER PERREN,MEN_FS,2.80,0.06,0,0,0,0,0,0,0,0,2,2011-04-25
3A,WC_1011,Kevin VAN DER PERREN,MEN_FS,8.50,0.57,0,0,0,0,0,0,0,1,0,2011-04-25
2F+3T+3T,WC_1011,Kevin VAN DER PERREN,MEN_FS,11.00,-0.10,0,0,0,0,0,0,0,2,1,2011-04-25
3Lo,WC_1011,Kevin VAN DER PERREN,MEN_FS,5.61,0.40,0,0,0,0,0,0,0,1,0,2011-04-25
2Lz,WC_1011,Kevin VAN DER PERREN,MEN_FS,2.31,0.04,0,0,0,0,0,0,0,0,1,2011-04-25
2A+2A+SEQ,WC_1011,Kevin VAN DER PERREN,MEN_FS,5.81,0.21,0,0,0,0,0,0,0,0,2,2011-04-25
3S,WC_1011,Kevin VAN DER PERREN,MEN_FS,4.62,0.40,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+3T,WC_1011,Jorik HENDRICKX,MEN_FS,10.10,0.60,0,0,0,0,0,0,0,2,0,2011-04-25
2A,WC_1011,Jorik HENDRICKX,MEN_FS,3.30,0.29,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Jorik HENDRICKX,MEN_FS,5.30,-0.40,1,0,0,0,0,1,0,1,0,2011-04-25
3Lz,WC_1011,Jorik HENDRICKX,MEN_FS,6.60,0.20,0,0,0,0,0,0,0,1,0,2011-04-25
3Lo+2T,WC_1011,Jorik HENDRICKX,MEN_FS,7.15,0.40,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Jorik HENDRICKX,MEN_FS,4.62,0.10,0,0,0,0,0,0,0,1,0,2011-04-25
3Lo,WC_1011,Jorik HENDRICKX,MEN_FS,5.61,0.30,0,0,0,0,0,0,0,1,0,2011-04-25
2A+2T+2T,WC_1011,Jorik HENDRICKX,MEN_FS,6.71,0.21,0,0,0,0,0,0,0,0,3,2011-04-25
3A,WC_1011,Paolo BACCHINI,MEN_FS,8.50,0.43,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T,WC_1011,Paolo BACCHINI,MEN_FS,7.40,0.00,0,0,0,0,0,0,0,1,1,2011-04-25
3Lo,WC_1011,Paolo BACCHINI,MEN_FS,5.10,0.60,0,0,0,0,0,0,0,1,0,2011-04-25
3S+3T,WC_1011,Paolo BACCHINI,MEN_FS,9.13,0.00,0,0,0,0,0,0,0,2,0,2011-04-25
3F+2T,WC_1011,Paolo BACCHINI,MEN_FS,7.37,-0.50,0,0,0,0,0,0,0,1,1,2011-04-25
2A,WC_1011,Paolo BACCHINI,MEN_FS,3.63,0.07,0,0,0,0,0,0,0,0,1,2011-04-25
3S,WC_1011,Paolo BACCHINI,MEN_FS,4.62,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Paolo BACCHINI,MEN_FS,3.63,-0.07,0,0,0,0,0,0,0,0,1,2011-04-25
4S,WC_1011,Kevin REYNOLDS,MEN_FS,7.40,-3.00,0,1,0,0,0,1,1,0,0,2011-04-25
4T,WC_1011,Kevin REYNOLDS,MEN_FS,7.20,-3.00,0,1,0,0,0,1,1,0,0,2011-04-25
3A,WC_1011,Kevin REYNOLDS,MEN_FS,3.30,-1.50,0,0,1,0,0,1,0,1,0,2011-04-25
3Lo,WC_1011,Kevin REYNOLDS,MEN_FS,5.10,0.50,0,0,0,0,0,0,0,1,0,2011-04-25
3Lo+3T,WC_1011,Kevin REYNOLDS,MEN_FS,9.20,0.20,0,0,0,0,0,0,0,2,0,2011-04-25
3Lz,WC_1011,Kevin REYNOLDS,MEN_FS,6.60,-0.70,0,0,0,0,0,0,0,1,0,2011-04-25
3S+2T,WC_1011,Kevin REYNOLDS,MEN_FS,6.16,0.40,0,0,0,0,0,0,0,1,1,2011-04-25
3F+3T+2T,WC_1011,Kevin REYNOLDS,MEN_FS,11.88,-0.60,0,0,0,0,0,0,0,2,1,2011-04-25
3A,WC_1011,Kim LUCINE,MEN_FS,8.50,-3.00,0,0,0,0,0,0,0,1,0,2011-04-25
3F+3T,WC_1011,Kim LUCINE,MEN_FS,9.40,-0.10,0,0,0,0,0,0,0,2,0,2011-04-25
3Lz,WC_1011,Kim LUCINE,MEN_FS,6.00,0.20,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Kim LUCINE,MEN_FS,3.30,-0.07,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo,WC_1011,Kim LUCINE,MEN_FS,5.61,-0.10,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T,WC_1011,Kim LUCINE,MEN_FS,8.14,0.10,0,0,0,0,0,0,0,1,1,2011-04-25
2F,WC_1011,Kim LUCINE,MEN_FS,1.98,0.04,0,0,0,0,0,0,0,0,1,2011-04-25
3S,WC_1011,Kim LUCINE,MEN_FS,4.62,-0.10,0,0,0,0,0,0,0,1,0,2011-04-25
2T,WC_1011,Nan SONG,MEN_FS,1.40,0.03,0,0,0,0,0,0,0,0,1,2011-04-25
3A,WC_1011,Nan SONG,MEN_FS,8.50,-0.71,0,0,0,0,0,0,0,1,0,2011-04-25
3Lo,WC_1011,Nan SONG,MEN_FS,5.10,-0.70,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T,WC_1011,Nan SONG,MEN_FS,7.40,0.30,0,0,0,0,0,0,0,1,1,2011-04-25
3A+SEQ,WC_1011,Nan SONG,MEN_FS,7.48,-3.00,0,0,0,0,0,0,0,1,0,2011-04-25
3F,WC_1011,Nan SONG,MEN_FS,5.83,-0.80,1,0,0,0,0,1,0,1,0,2011-04-25
3S,WC_1011,Nan SONG,MEN_FS,4.62,0.10,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T+2Lo,WC_1011,Nan SONG,MEN_FS,10.12,0.00,0,0,0,0,0,0,0,1,2,2011-04-25
2A,WC_1011,Joey RUSSELL,MEN_FS,3.30,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3F+3Lo,WC_1011,Joey RUSSELL,MEN_FS,10.40,-1.40,0,0,0,0,0,0,0,2,0,2011-04-25
3Lz,WC_1011,Joey RUSSELL,MEN_FS,2.10,-0.90,0,0,1,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Joey RUSSELL,MEN_FS,3.30,0.07,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Joey RUSSELL,MEN_FS,5.83,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
2Lz,WC_1011,Joey RUSSELL,MEN_FS,2.31,-0.26,0,0,0,0,0,0,0,0,1,2011-04-25
3S+3T,WC_1011,Joey RUSSELL,MEN_FS,9.13,-0.30,0,0,0,0,0,0,0,2,0,2011-04-25
2F,WC_1011,Joey RUSSELL,MEN_FS,1.98,-0.90,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz,WC_1011,Yuna KIM,LADIES_SP,6.00,-1.50,0,0,0,0,0,0,0,1,0,2011-04-25
3F+2T,WC_1011,Yuna KIM,LADIES_SP,6.70,0.90,0,0,0,0,0,0,0,1,1,2011-04-25
2A,WC_1011,Yuna KIM,LADIES_SP,3.30,1.00,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2Lo,WC_1011,Miki ANDO,LADIES_SP,7.80,1.10,0,0,0,0,0,0,0,1,1,2011-04-25
3Lo,WC_1011,Miki ANDO,LADIES_SP,5.10,0.90,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Miki ANDO,LADIES_SP,3.30,0.57,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Ksenia MAKAROVA,LADIES_SP,8.20,0.60,0,0,0,0,0,0,0,2,0,2011-04-25
3Lo,WC_1011,Ksenia MAKAROVA,LADIES_SP,5.10,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Ksenia MAKAROVA,LADIES_SP,3.30,0.29,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Alissa CZISNY,LADIES_SP,7.40,0.70,0,0,0,0,0,0,0,1,1,2011-04-25
3F,WC_1011,Alissa CZISNY,LADIES_SP,5.30,-1.20,1,0,0,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Alissa CZISNY,LADIES_SP,3.30,0.43,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Alena LEONOVA,LADIES_SP,8.20,0.90,0,0,0,0,0,0,0,2,0,2011-04-25
3F,WC_1011,Alena LEONOVA,LADIES_SP,5.30,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Alena LEONOVA,LADIES_SP,3.30,0.36,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Carolina KOSTNER,LADIES_SP,8.20,0.70,0,0,0,0,0,0,0,2,0,2011-04-25
2A,WC_1011,Carolina KOSTNER,LADIES_SP,3.30,0.57,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Carolina KOSTNER,LADIES_SP,5.30,-2.10,0,0,0,0,0,0,0,1,0,2011-04-25
3A,WC_1011,Mao ASADA,LADIES_SP,3.30,-1.21,0,0,1,0,0,1,0,1,0,2011-04-25
3Lo,WC_1011,Mao ASADA,LADIES_SP,5.10,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
3F+2Lo,WC_1011,Mao ASADA,LADIES_SP,5.50,-0.90,0,1,0,0,0,1,0,1,1,2011-04-25
3F+2T,WC_1011,Rachael FLATT,LADIES_SP,6.70,0.50,0,0,0,0,0,0,0,1,1,2011-04-25
2Lz,WC_1011,Rachael FLATT,LADIES_SP,2.10,-0.90,0,0,0,0,0,0,0,0,1,2011-04-25
2A,WC_1011,Rachael FLATT,LADIES_SP,3.30,0.21,0,0,0,0,0,0,0,0,1,2011-04-25
3T,WC_1011,Kiira KORPI,LADIES_SP,4.10,-2.10,0,0,0,0,1,1,0,1,0,2011-04-25
3Lo,WC_1011,Kiira KORPI,LADIES_SP,5.10,0.60,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Kiira KORPI,LADIES_SP,3.30,0.57,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Kanako MURAKAMI,LADIES_SP,7.00,-0.30,0,1,0,0,0,1,0,2,0,2011-04-25
3F,WC_1011,Kanako MURAKAMI,LADIES_SP,5.30,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Kanako MURAKAMI,LADIES_SP,3.30,-1.00,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Mae Berenice MEITE,LADIES_SP,8.20,0.40,0,0,0,0,0,0,0,2,0,2011-04-25
3Lo,WC_1011,Mae Berenice MEITE,LADIES_SP,5.10,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Mae Berenice MEITE,LADIES_SP,3.30,0.21,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Sarah HECKEN,LADIES_SP,8.20,0.10,0,0,0,0,0,0,0,2,0,2011-04-25
3S,WC_1011,Sarah HECKEN,LADIES_SP,4.20,0.60,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Sarah HECKEN,LADIES_SP,3.30,0.43,0,0,0,0,0,0,0,0,1,2011-04-25
2A,WC_1011,Cynthia PHANEUF,LADIES_SP,3.30,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
2Lz+2T,WC_1011,Cynthia PHANEUF,LADIES_SP,3.50,-0.90,0,0,0,0,0,0,0,0,2,2011-04-25
3T,WC_1011,Cynthia PHANEUF,LADIES_SP,4.10,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Amelie LACOSTE,LADIES_SP,3.30,0.43,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo+2Lo,WC_1011,Amelie LACOSTE,LADIES_SP,6.90,0.70,0,0,0,0,0,0,0,1,1,2011-04-25
3Lz,WC_1011,Amelie LACOSTE,LADIES_SP,6.00,-0.60,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,7.40,0.00,0,0,0,0,0,0,0,1,1,2011-04-25
3T,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,2.90,-1.80,0,1,0,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Elene GEDEVANISHVILI,LADIES_SP,3.30,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Joshi HELGESSON,LADIES_SP,7.40,0.00,0,0,0,0,0,0,0,1,1,2011-04-25
3T,WC_1011,Joshi HELGESSON,LADIES_SP,4.10,-0.10,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Joshi HELGESSON,LADIES_SP,3.30,0.21,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Ira VANNUT,LADIES_SP,7.40,0.20,0,0,0,0,0,0,0,1,1,2011-04-25
3Lo,WC_1011,Ira VANNUT,LADIES_SP,5.10,-0.30,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Ira VANNUT,LADIES_SP,3.30,0.21,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Cheltzie LEE,LADIES_SP,8.20,0.80,0,0,0,0,0,0,0,2,0,2011-04-25
3S,WC_1011,Cheltzie LEE,LADIES_SP,4.20,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Cheltzie LEE,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Bingwa GENG,LADIES_SP,7.40,0.00,0,0,0,0,0,0,0,1,1,2011-04-25
3T,WC_1011,Bingwa GENG,LADIES_SP,1.40,-0.57,0,0,1,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Bingwa GENG,LADIES_SP,3.30,0.07,0,0,0,0,0,0,0,0,1,2011-04-25
3T+2T,WC_1011,Elena GLEBOVA,LADIES_SP,5.50,-0.30,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Elena GLEBOVA,LADIES_SP,4.20,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Elena GLEBOVA,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
2A,WC_1011,Jenna MCCORKELL,LADIES_SP,3.30,0.29,0,0,0,0,0,0,0,0,1,2011-04-25
3F+2T,WC_1011,Jenna MCCORKELL,LADIES_SP,5.10,-0.80,0,1,0,0,0,1,0,1,1,2011-04-25
3T,WC_1011,Jenna MCCORKELL,LADIES_SP,4.10,0.10,0,0,0,0,0,0,0,1,0,2011-04-25
3T+2T,WC_1011,Juulia TURKKILA,LADIES_SP,5.50,0.40,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Juulia TURKKILA,LADIES_SP,4.20,-0.80,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Juulia TURKKILA,LADIES_SP,3.30,0.07,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Irina MOVCHAN,LADIES_SP,7.40,0.40,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Irina MOVCHAN,LADIES_SP,4.20,-0.70,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Irina MOVCHAN,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
2F+2T,WC_1011,Viktoria HELGESSON,LADIES_SP,3.20,-0.90,1,0,0,0,0,1,0,0,2,2011-04-25
3Lo,WC_1011,Viktoria HELGESSON,LADIES_SP,5.10,-1.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Viktoria HELGESSON,LADIES_SP,3.30,0.43,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo,WC_1011,Sonia LAFUENTE,LADIES_SP,3.60,-2.10,0,1,0,0,0,1,0,1,0,2011-04-25
3T+2T,WC_1011,Sonia LAFUENTE,LADIES_SP,5.50,0.30,0,0,0,0,0,0,0,1,1,2011-04-25
2A,WC_1011,Sonia LAFUENTE,LADIES_SP,3.30,0.14,0,0,0,0,0,0,0,0,1,2011-04-25
3S+2T,WC_1011,Karina JOHNSON,LADIES_SP,5.60,0.00,0,0,0,0,0,0,0,1,1,2011-04-25
3Lz,WC_1011,Karina JOHNSON,LADIES_SP,6.00,-0.80,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Karina JOHNSON,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
3S,WC_1011,Bettina HEIM,LADIES_SP,2.90,-0.90,0,1,0,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Bettina HEIM,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
3T,WC_1011,Bettina HEIM,LADIES_SP,2.90,-2.10,0,1,0,0,1,2,0,1,0,2011-04-25
3F,WC_1011,Dasa GRM,LADIES_SP,5.30,-2.10,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Dasa GRM,LADIES_SP,3.30,0.36,0,0,0,0,0,0,0,0,1,2011-04-25
3T+2T,WC_1011,Dasa GRM,LADIES_SP,5.50,-1.40,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Belinda SCHOENBERGER,LADIES_SP,4.20,-2.10,0,0,0,0,1,1,0,1,0,2011-04-25
3T,WC_1011,Belinda SCHOENBERGER,LADIES_SP,4.10,-2.10,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Belinda SCHOENBERGER,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
3S,WC_1011,Viktoria PAVUK,LADIES_SP,4.20,-0.20,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz,WC_1011,Viktoria PAVUK,LADIES_SP,2.10,-0.90,1,0,1,0,1,3,0,1,0,2011-04-25
1A,WC_1011,Viktoria PAVUK,LADIES_SP,1.10,-0.60,0,0,0,0,0,0,0,0,0,2011-04-25
3Lz+2Lo,WC_1011,Miki ANDO,LADIES_FS,7.80,1.10,0,0,0,0,0,0,0,1,1,2011-04-25
3Lo,WC_1011,Miki ANDO,LADIES_FS,5.10,0.40,0,0,0,0,0,0,0,1,0,2011-04-25
2A+2T,WC_1011,Miki ANDO,LADIES_FS,5.17,-0.57,0,0,0,0,0,0,0,0,2,2011-04-25
3Lz,WC_1011,Miki ANDO,LADIES_FS,6.60,0.90,0,0,0,0,0,0,0,1,0,2011-04-25
3S,WC_1011,Miki ANDO,LADIES_FS,4.62,0.80,0,0,0,0,0,0,0,1,0,2011-04-25
3T,WC_1011,Miki ANDO,LADIES_FS,4.51,1.00,0,0,0,0,0,0,0,1,0,2011-04-25
2A+2Lo+2Lo,WC_1011,Miki ANDO,LADIES_FS,7.59,0.50,0,0,0,0,0,0,0,0,3,2011-04-25
3Lz+3T,WC_1011,Yuna KIM,LADIES_FS,10.10,1.60,0,0,0,0,0,0,0,2,0,2011-04-25
3S+1T,WC_1011,Yuna KIM,LADIES_FS,4.60,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
1F,WC_1011,Yuna KIM,LADIES_FS,0.50,0.00,0,0,0,0,0,0,0,0,0,2011-04-25
2A+2T+2Lo,WC_1011,Yuna KIM,LADIES_FS,7.15,0.93,0,0,0,0,0,0,0,0,3,2011-04-25
3Lz,WC_1011,Yuna KIM,LADIES_FS,6.60,0.90,0,0,0,0,0,0,0,1,0,2011-04-25
3S,WC_1011,Yuna KIM,LADIES_FS,4.62,0.80,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Yuna KIM,LADIES_FS,3.63,0.64,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Carolina KOSTNER,LADIES_FS,5.30,1.30,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Carolina KOSTNER,LADIES_FS,3.30,1.00,0,0,0,0,0,0,0,0,1,2011-04-25
2A+3T,WC_1011,Carolina KOSTNER,LADIES_FS,7.40,0.20,0,0,0,0,0,0,0,1,1,2011-04-25
3S,WC_1011,Carolina KOSTNER,LADIES_FS,4.62,1.20,0,0,0,0,0,0,0,1,0,2011-04-25
1Lo+2T,WC_1011,Carolina KOSTNER,LADIES_FS,2.09,0.00,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo,WC_1011,Carolina KOSTNER,LADIES_FS,5.61,-0.50,0,0,0,0,0,0,0,1,0,2011-04-25
3S+2T+2T,WC_1011,Carolina KOSTNER,LADIES_FS,7.70,0.70,0,0,0,0,0,0,0,1,2,2011-04-25
3T+3T,WC_1011,Alena LEONOVA,LADIES_FS,8.20,1.40,0,0,0,0,0,0,0,2,0,2011-04-25
3Lz,WC_1011,Alena LEONOVA,LADIES_FS,6.00,-0.60,1,0,0,0,0,1,0,1,0,2011-04-25
3Lo,WC_1011,Alena LEONOVA,LADIES_FS,5.10,0.90,0,0,0,0,0,0,0,1,0,2011-04-25
2F+2T,WC_1011,Alena LEONOVA,LADIES_FS,3.20,0.04,0,0,0,0,0,0,0,0,2,2011-04-25
3S+2T+2Lo,WC_1011,Alena LEONOVA,LADIES_FS,8.14,0.70,0,0,0,0,0,0,0,1,2,2011-04-25
2A,WC_1011,Alena LEONOVA,LADIES_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Alena LEONOVA,LADIES_FS,5.83,0.30,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz,WC_1011,Alissa CZISNY,LADIES_FS,6.00,-2.10,0,0,0,0,0,0,0,1,0,2011-04-25
3F+2T,WC_1011,Alissa CZISNY,LADIES_FS,6.70,-0.40,1,0,0,0,0,1,0,1,1,2011-04-25
3T+2T+2Lo,WC_1011,Alissa CZISNY,LADIES_FS,7.30,0.40,0,0,0,0,0,0,0,1,2,2011-04-25
3Lo,WC_1011,Alissa CZISNY,LADIES_FS,5.61,0.80,0,0,0,0,0,0,0,1,0,2011-04-25
3Lz+2T,WC_1011,Alissa CZISNY,LADIES_FS,8.14,-0.30,0,0,0,0,0,0,0,1,1,2011-04-25
2A,WC_1011,Alissa CZISNY,LADIES_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3T,WC_1011,Alissa CZISNY,LADIES_FS,4.51,0.00,0,0,0,0,0,0,0,1,0,2011-04-25
3A,WC_1011,Mao ASADA,LADIES_FS,3.30,-0.64,0,0,1,0,0,1,0,1,0,2011-04-25
3F+2Lo,WC_1011,Mao ASADA,LADIES_FS,7.10,0.70,0,0,0,0,0,0,0,1,1,2011-04-25
3Lz,WC_1011,Mao ASADA,LADIES_FS,6.00,-0.60,1,0,0,0,0,1,0,1,0,2011-04-25
2A+3T,WC_1011,Mao ASADA,LADIES_FS,5.17,-0.93,0,0,1,0,0,1,0,1,1,2011-04-25
3F+2Lo+2Lo,WC_1011,Mao ASADA,LADIES_FS,9.79,0.50,0,0,0,0,0,0,0,1,2,2011-04-25
1S,WC_1011,Mao ASADA,LADIES_FS,0.44,0.00,0,0,0,0,0,0,0,0,0,2011-04-25
3Lo,WC_1011,Mao ASADA,LADIES_FS,5.61,0.50,0,0,0,0,0,0,0,1,0,2011-04-25
3T+3T,WC_1011,Kanako MURAKAMI,LADIES_FS,7.00,-0.10,0,1,0,0,0,1,0,2,0,2011-04-25
3Lz,WC_1011,Kanako MURAKAMI,LADIES_FS,6.00,-0.50,1,0,0,0,0,1,0,1,0,2011-04-25
3F+2A+SEQ,WC_1011,Kanako MURAKAMI,LADIES_FS,6.88,0.80,0,0,0,0,0,0,0,1,1,2011-04-25
1F,WC_1011,Kanako MURAKAMI,LADIES_FS,0.55,-0.01,0,0,0,0,0,0,0,0,0,2011-04-25
3Lo,WC_1011,Kanako MURAKAMI,LADIES_FS,3.96,-0.60,0,1,0,0,0,1,0,1,0,2011-04-25
2A,WC_1011,Kanako MURAKAMI,LADIES_FS,3.63,0.43,0,0,0,0,0,0,0,0,1,2011-04-25
3S+2Lo+2Lo,WC_1011,Kanako MURAKAMI,LADIES_FS,8.58,0.20,0,0,0,0,0,0,0,1,2,2011-04-25
3T+3T,WC_1011,Kiira KORPI,LADIES_FS,8.20,0.90,0,0,0,0,0,0,0,2,0,2011-04-25
2Lz+2T,WC_1011,Kiira KORPI,LADIES_FS,3.50,0.00,0,0,0,0,0,0,0,0,2,2011-04-25
3Lo,WC_1011,Kiira KORPI,LADIES_FS,5.10,0.80,0,0,0,0,0,0,0,1,0,2011-04-25
3F,WC_1011,Kiira KORPI,LADIES_FS,1.80,-0.90,0,0,1,0,0,1,0,1,0,2011-04-25
2S,WC_1011,Kiira KORPI,LADIES_FS,1.54,0.09,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo+2T+2Lo,WC_1011,Kiira KORPI,LADIES_FS,9.13,0.30,0,0,0,0,0,0,0,1,2,2011-04-25
2A,WC_1011,Kiira KORPI,LADIES_FS,3.63,0.57,0,0,0,0,0,0,0,0,1,2011-04-25
3F,WC_1011,Ksenia MAKAROVA,LADIES_FS,5.30,0.70,0,0,0,0,0,0,0,1,0,2011-04-25
3T+3T,WC_1011,Ksenia MAKAROVA,LADIES_FS,7.00,-0.50,0,1,0,0,0,1,0,2,0,2011-04-25
3Lo,WC_1011,Ksenia MAKAROVA,LADIES_FS,5.10,0.50,0,0,0,0,0,0,0,1,0,2011-04-25
3Lo+SEQ,WC_1011,Ksenia MAKAROVA,LADIES_FS,1.58,-0.90,0,0,1,0,0,1,0,1,0,2011-04-25
2A+2T+2Lo,WC_1011,Ksenia MAKAROVA,LADIES_FS,7.15,0.21,0,0,0,0,0,0,0,0,3,2011-04-25
3S+2T,WC_1011,Ksenia MAKAROVA,LADIES_FS,0.00,0.00,0,0,0,1,0,1,0,1,1,2011-04-25
2A,WC_1011,Ksenia MAKAROVA,LADIES_FS,3.63,0.29,0,0,0,0,0,0,0,0,1,2011-04-25
3Lz+2T,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,7.40,0.10,0,0,0,0,0,0,0,1,1,2011-04-25
3Lz,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,6.00,1.00,0,0,0,0,0,0,0,1,0,2011-04-25
3T,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,4.10,-2.10,0,0,0,0,0,0,0,1,0,2011-04-25
2A+2T+2T,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,6.10,0.50,0,0,0,0,0,0,0,0,3,2011-04-25
3S,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,4.62,-0.20,0,0,0,0,0,0,0,1,0,2011-04-25
3T+2T,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,6.05,-0.20,0,0,0,0,0,0,0,1,1,2011-04-25
2A,WC_1011,Elene GEDEVANISHVILI,LADIES_FS,3.63,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3T+3T,WC_1011,Sarah HECKEN,LADIES_FS,8.20,0.80,0,0,0,0,0,0,0,2,0,2011-04-25
3F,WC_1011,Sarah HECKEN,LADIES_FS,5.30,-0.10,0,0,0,0,0,0,0,1,0,2011-04-25
2A,WC_1011,Sarah HECKEN,LADIES_FS,3.30,0.50,0,0,0,0,0,0,0,0,1,2011-04-25
3Lo,WC_1011,Sarah HECKEN,LADIES_FS,1.80,-0.90,0,0,1,0,0,1,0,1,0,2011-04-25
3S+2T+2T,WC_1011,Sarah HECKEN,LADIES_FS,7.70,0.70,0,0,0,0,0,0,0,1,2,2011-04-25
