comp_id,event,j1_name,j2_name,j3_name,j4_name,j5_name,j6_name,j7_name,j8_name,j9_name,j1_nat,j2_nat,j3_nat,j4_nat,j5_nat,j6_nat,j7_nat,j8_nat,j9_nat
GPUSA_1011,LADIES_FS,Karen BUTCHER,Elisabeth LOUESDON,Chihee RHEE,Salome CHIGOGIDZE,Paula M NAUGHTON,Merja KOSONEN,Tiziana MIORINI,Mayumi KATO,Patricia HOUGHTON,CAN,FRA,KOR,GEO,USA,FIN,ITA,JPN,FRA
EC_1112,MEN_FS,Claudia FASSORA,Bernhard JUST,Zsuzsanna VIKARNE-HOMOLYA,Anna KANTOR,Senem AHISKAL,Francoise DE RAPPARD,Kristina HOUWING,Vera TAUCHMANOVA,Patricia HOUGHTON,SUI,AUT,HUN,ISR,TUR,BEL,SWE,CZE,FRA
GPJPN_1516,MEN_FS,Deborah CURRIE,Melody Tan Tan YIP,Jeff LUKASIK,Yumin WANG,Olga KOZHEMYAKINA,Valerie GREUGNY,Stanislava SMIDOVA,Mayumi KATO,Patricia MORITZ,USA,HKG,CAN,CHN,RUS,FRA,CZE,JPN,AUS
GPRUS_1516,LADIES_SP,Reaghan FAWCETT,Sviatoslav BABENKO,Taffy HOLLIDAY,Tomie FUKUDOME,Matjaz KRUSEC,Guona ZHAO,Tiziana MIORINI,Salome CHIGOGIDZE,Asa NORDBACK,CAN,RUS,USA,JPN,SVN,CHN,ITA,GEO,SWE
GPCHN_1213,MEN_FS,Paolo PIZZOCARI,Dan CHEN,Alla SHEKHOVTSOVA,Anthony LEROY,Karen HOWARD,Masako KUBOTA,Tianyi ZHANG,Charles Z CYR,Asa NORDBACK,ITA,HKG,RUS,FRA,CAN,JPN,CHN,USA,SWE
EC_1415,MEN_FS,Sissy KRICK,Raffaella LOCATELLI,Lenka BOHUNICKA,Francoise DE RAPPARD,Halina GORDON POLTORAK,Mona ADOLFSEN,Merja KOSONEN,Adriana ORDEANU,Asa NORDBACK,GER,ITA,SVK,BEL,POL,NOR,FIN,ROM,SWE
GPRUS_1516,LADIES_FS,Tomie FUKUDOME,Salome CHIGOGIDZE,Tiziana MIORINI,Sviatoslav BABENKO,Matjaz KRUSEC,Guona ZHAO,Taffy HOLLIDAY,Reaghan FAWCETT,Asa NORDBACK,JPN,GEO,ITA,RUS,SVN,CHN,USA,CAN,SWE
WC_1516,MEN_SP,Andrea DERBY,Vera TAUCHMANOVA,Yury KLIUSHNIKOV,Steve WINKLER,Anthony LEROY,Massimo ORLANDINI,Donatella LEONELLI,Rolf PIPOH,Asa NORDBACK,CAN,CZE,AZE,USA,FRA,ITA,SUI,GER,SWE
GPRUS_1920,MEN_SP,Irina KOMARNICKA,Donatella LEONELLI,Veronique GOSSELIN,Todd BROMLEY,Maria GRIBONOSOVA-GREBNEVA,Helene CUCUPHAT,Yury KLIUSHNIKOV,Salome CHIGOGIDZE,Miwako ANDO,LAT,SUI,CAN,USA,RUS,FRA,AZE,GEO,JPN
GPRUS_1920,MEN_FS,Irina KOMARNICKA,Donatella LEONELLI,Veronique GOSSELIN,Todd BROMLEY,Maria GRIBONOSOVA-GREBNEVA,Helene CUCUPHAT,Yury KLIUSHNIKOV,Salome CHIGOGIDZE,Miwako ANDO,LAT,SUI,CAN,USA,RUS,FRA,AZE,GEO,JPN
EC_1213,LADIES_FS,Darja GABROVSEK-POLAJNAR,Nicole VAN GERWEN-MAAS,Zoia YORDANOVA,Bernhard JUST,Lenka BOHUNICKA,Katarina HENRIKSSON,Lovorka KODRIN,Salome CHIGOGIDZE,Anna CHATZIATHANASSIOU,SLO,NED,BUL,AUT,SVK,SWE,CRO,GEO,GRE
WC_1819,MEN_FS,Anna SIEROCKA,Ebru ANILDI,Dan FANG,Miroslav MISUREC,Philippe MERIGUET,Antica GRUBISIC,Bettina MEIER,Salome CHIGOGIDZE,Albert ZAYDMAN,POL,TUR,CHN,CZE,FRA,CRO,SUI,GEO,ISR
GPF_1516,LADIES_FS,Igor OBRAZTSOV,Florence VUYLSTEKER,Kenji AMAKO,Roger GLENN,Saioa SANCHO,Jeff LUKASIK,Anastassia MAKAROVA,Guangying QIN,Albert ZAYDMAN,RUS,FRA,JPN,USA,ESP,CAN,UKR,CHN,ISR
WC_1819,MEN_SP,Miroslav MISUREC,Antica GRUBISIC,Albert ZAYDMAN,Bettina MEIER,Ariadna MORONES NEGRETE,Cynthia BENSON,Anny HOU,Saioa SANCHO,Philippe MERIGUET,CZE,CRO,ISR,SUI,MEX,CAN,TPE,ESP,FRA
GPCHN_1112,LADIES_SP,Marco BUTTARELLI,Evgeni ROKHIN,Mark STORTON,Noriko SHIROTA,Alla SHEKHOVTSOVA,Yu WANG,William S SMITH,Ludmila MIKHAILOVSKAYA,Philippe MERIGUET,ITA,UZB,AUS,JPN,RUS,CHN,USA,UKR,FRA
GPF_1213,LADIES_FS,Robert ROSENBLUTH,Karen BUTCHER,Paolo PIZZOCARI,Chihee RHEE,Feng HUANG,Alla SHEKHOVTSOVA,Merja KOSONEN,Yukiko OKABE,Philippe MERIGUET,USA,CAN,ITA,KOR,CHN,RUS,FIN,JPN,FRA
EC_1415,LADIES_SP,Zanna KULIK,Natalia KRUGLOVA,Kristina HOUWING,Ulla FAIG,Vera TAUCHMANOVA,Saioa SANCHO,Lone AMSTRUP LINNEMANN,Christiane MILES,Philippe MERIGUET,EST,UKR,SWE,GER,CZE,ESP,DEN,SUI,FRA
EC_1314,MEN_FS,Ebru ANILDI,Donatella LEONELLI,Tiziana MORANDI,Georgi DIMKOV,Elizabeth LITTLER,Elisabeth BINDER,Laimute KRAUZIENE,Saioa SANCHO,Irina MEDVEDEVA,TUR,SUI,ITA,ISU,GBR,AUT,LTU,ESP,AZE
4CC_1819,LADIES_FS,Kevin ROSENSTEIN,Yuriy GUSKOV,Jung Sue LEE,Anny HOU,Leanna CARON,Dan CHEN,Nobuhiko YOSHIOKA,Yumin WANG,Rebecca ANDREW,USA,KAZ,KOR,TPE,CAN,HKG,JPN,CHN,AUS
GPUSA_1213,LADIES_SP,Wendy ENZMANN,Emilie BILLOW,Florence VUYLSTEKER,Elke TREITZ,Mayumi KATO,Franco BENINI,Lorna SCHRODER,Alexander KOGAN,Robert ROSENBLUTH,USA,SWE,FRA,GER,JPN,ITA,CAN,RUS,USA
GPUSA_1213,LADIES_FS,Emilie BILLOW,Florence VUYLSTEKER,Lorna SCHRODER,Elke TREITZ,Wendy ENZMANN,Mayumi KATO,Franco BENINI,Alexander KOGAN,Robert ROSENBLUTH,SWE,FRA,CAN,GER,USA,JPN,ITA,RUS,USA
4CC_1213,LADIES_FS,Masako KUBOTA,Sasha MARTINEZ,Sung-Hee KOH,Guangying QIN,Catherine L TAYLOR,Eddy WU,Susan BLATZ,Neil GARRARD,Robert ROSENBLUTH,JPN,MEX,KOR,CHN,AUS,TWN,CAN,ZAF,USA
GPFRA_1314,MEN_FS,Alla SHEKHOVTSOVA,Hailan JIANG,Marjo KANKAANRANTA,Anthony LEROY,Karen HOWARD,Yoshiko KOBAYASHI,Richard KOSINA,Katarina HENRIKSSON,Robert ROSENBLUTH,RUS,CHN,FIN,FRA,CAN,JPN,CZE,SWE,USA
GPUSA_1617,LADIES_FS,Tanay OZKAN SILAOGLU,Chihee RHEE,Robert ROSENBLUTH,Sviatoslav BABENKO,Mayumi KATO,Agita ABELE,Anthony LEROY,Franco BENINI,Cynthia BENSON,TUR,KOR,USA,RUS,JPN,LAT,FRA,ITA,CAN
GPCAN_1011,MEN_SP,Valerie GREUGNY,Todd BROMLEY,Noriko SHIROTA,Walter TOIGO,Sissy KRICK,Saioa SANCHO,Mona JONSSON,Marina SANAYA,Cynthia BENSON,FRA,USA,JPN,ITA,GER,ESP,SWE,RUS,CAN
GPUSA_1213,MEN_FS,Julia ANDREEVA,Christian BAUMANN,Kristina LUNDGREN,Mayumi KATO,Richard KOSINA,Jean SENFT,Emilie BILLOW,Franco BENINI,Wei SHI,RUS,GER,USA,JPN,CZE,CAN,SWE,ITA,CHN
GPCAN_1617,MEN_FS,Saodat NUMANOVA,Kenji AMAKO,Vera TAUCHMANOVA,Igor OBRAZTSOV,Anne CAMMETT,Lynne DEY,Kfir NATAN,Marco BUTTARELLI,Wei SHI,UZB,JPN,CZE,RUS,USA,CAN,ISR,ITA,CHN
GPCHN_1213,MEN_SP,Anthony LEROY,Paolo PIZZOCARI,Masako KUBOTA,Asa NORDBACK,Alla SHEKHOVTSOVA,Tianyi ZHANG,Karen HOWARD,Dan CHEN,Charles Z CYR,FRA,ITA,JPN,SWE,RUS,CHN,CAN,HKG,USA
GPFRA_1314,MEN_SP,Robert ROSENBLUTH,Alla SHEKHOVTSOVA,Marjo KANKAANRANTA,Yoshiko KOBAYASHI,Karen HOWARD,Katarina HENRIKSSON,Anthony LEROY,Hailan JIANG,Richard KOSINA,USA,RUS,FIN,JPN,CAN,SWE,FRA,CHN,CZE
GPFRA_1617,LADIES_SP,Veronique VERRUE,Christiane MOERTH,Lolita LABUNSKAIYA,Steve WINKLER,So Young AN,Jodi ABBOTT,Masako KUBOTA,Dagmar LURZ-PROTT,Richard KOSINA,FRA,AUT,RUS,USA,KOR,CAN,JPN,GER,CZE
GPF_1516,MEN_FS,Julia ANDREEVA,Guangying QIN,Leanna CARON,Gale TANGER,Daniel DELFA,Masako KUBOTA,Florence VUYLSTEKER,Agita ABELE,Richard KOSINA,RUS,CHN,CAN,USA,ESP,JPN,FRA,LAT,CZE
GPFRA_1617,LADIES_FS,Dagmar LURZ-PROTT,Christiane MOERTH,So Young AN,Masako KUBOTA,Veronique VERRUE,Lolita LABUNSKAIYA,Jodi ABBOTT,Steve WINKLER,Richard KOSINA,GER,AUT,KOR,JPN,FRA,RUS,CAN,USA,CZE
4CC_1920,MEN_SP,Veronique GOSSELIN,Sasha MARTINEZ,Roger GLENN,Na Young AHN,Katherine Evelyn DU PREEZ,Nadezhda PARETSKAIA,Claire SHEPHERD,Hailan JIANG,Sakae YAMAMOTO,CAN,MEX,USA,KOR,AUS,KAZ,GBR,CHN,JPN
GPCAN_1415,MEN_SP,Emilie BILLOW,Igor OBRAZTSOV,Jeff LUKASIK,Anthony LEROY,William S SMITH,Lise ROSTO JENSEN,Saioa SANCHO,Jana BAUDYSOVA,Sakae YAMAMOTO,SWE,RUS,CAN,FRA,USA,NOR,ESP,CZE,JPN
4CC_1920,MEN_FS,Na Young AHN,Nadezhda PARETSKAIA,Katherine Evelyn DU PREEZ,Sasha MARTINEZ,Claire SHEPHERD,Roger GLENN,Sakae YAMAMOTO,Hailan JIANG,Veronique GOSSELIN,KOR,KAZ,AUS,MEX,GBR,USA,JPN,CHN,CAN
WC_1516,MEN_FS,Asa NORDBACK,Anna KANTOR,Chihee RHEE,Massimo ORLANDINI,Yuri GUSKOV,Rolf PIPOH,Anthony LEROY,Ekaterina SEROVA,Yury KLIUSHNIKOV,SWE,ISR,KOR,ITA,KAZ,GER,FRA,BLR,AZE
EC_1617,MEN_FS,Ebru ANILDI,Kari-Anne OLSEN,Bettina MEIER,Kristina HOUWING,Kadi ZVIRIK,Albert ZAYDMAN,Matjaz KRUSEC,Ekaterina SEROVA,Stanislava SMIDOVA,TUR,NOR,SUI,SWE,EST,ISR,SVN,BLR,CZE
GPCHN_1213,LADIES_FS,Masako KUBOTA,Asa NORDBACK,Yu WANG,Alla SHEKHOVTSOVA,Paolo PIZZOCARI,Deborah CURRIE,Anthony LEROY,Bettina MEIER,Janice HUNTER,JPN,SWE,CHN,RUS,ITA,USA,FRA,SUI,CAN
4CC_1415,MEN_FS,Deborah CURRIE,Elizabeth RYAN,Jung-Sue LEE,Yukiko OKABE,Yuri GUSKOV,Antica GRUBISIC,Mona JONSSON,Guangying QIN,Janice HUNTER,USA,AUS,KOR,JPN,KAZ,CRO,SWE,CHN,CAN
GPRUS_1617,LADIES_SP,Nobuhiko YOSHIOKA,Paolo PIZZOCARI,Igor DOLGUSHIN,Leslie KEEN,Wendy ENZMANN,Agita ABELE,Aigul KUANISHEVA,Dan FANG,Lenka BOHUNICKA,JPN,ITA,RUS,CAN,USA,LAT,KAZ,CHN,SVK
EC_1819,LADIES_SP,Mona ADOLFSEN,Lone AMSTRUP LINNEMANN,Yury KLIUSHNIKOV,Hermi OTTEMANN,Zoia YORDANOVA,Sviatoslav BABENKO,Laimute KRAUZIENE,Zsuzsanna VIKARNE-HOMOLYA,Lenka BOHUNICKA,NOR,DEN,AZE,NED,BUL,RUS,LTU,HUN,SVK
GPCHN_1516,MEN_SP,Alla SHEKHOVTSOVA,Lorrie PARKER,Kenji AMAKO,Sung-Hee KOH,Daniel DELFA,Sally REHORICK,Saodat NUMANOVA,Dan FANG,Dan CHEN,RUS,USA,JPN,KOR,ESP,CAN,UZB,CHN,HKG
GPCHN_1314,LADIES_FS,Chihee RHEE,Tiziana MIORINI,Alla SHEKHOVTSOVA,Anne G SHEAN,Yu WANG,Shizuko UGAKI,Peter LEVIN,Maria OLESINSKA,Dan CHEN,KOR,ITA,RUS,USA,CHN,JPN,SWE,POL,HKG
GPCHN_1112,MEN_SP,Sung-Hee KOH,Nobuhiko YOSHIOKA,Julia ANDREEVA,Philippe MERIGUET,Beth CRANE,William S SMITH,Yu WANG,Vera TAUCHMANOVA,Dan CHEN,KOR,JPN,RUS,FRA,CAN,USA,CHN,CZE,HKG
GPF_1516,MEN_SP,Leanna CARON,Florence VUYLSTEKER,Daniel DELFA,Richard KOSINA,Gale TANGER,Agita ABELE,Julia ANDREEVA,Guangying QIN,Masako KUBOTA,CAN,FRA,ESP,CZE,USA,LAT,RUS,CHN,JPN
4CC_1213,LADIES_SP,Neil GARRARD,Sung-Hee KOH,Robert ROSENBLUTH,Eddy WU,Catherine L TAYLOR,Sasha MARTINEZ,Susan BLATZ,Guangying QIN,Masako KUBOTA,ZAF,KOR,USA,TWN,AUS,MEX,CAN,CHN,JPN
4CC_1617,MEN_FS,Lisa JELINEK,Lorrie PARKER,Jia YAO,Sasha MARTINEZ,Sandra WILLIAMSON-LEADLEY,Nicole LEBLANC-RICHARD,Ko-Man TING,Sung-Hee KOH,Masako KUBOTA,AUS,USA,CHN,MEX,NZL,CAN,TWN,KOR,JPN
GPFRA_1112,LADIES_SP,Marta OLOZAGARRE,Alexander KOGAN,Anthony LEROY,Virginia DE AGOSTINI,Mona JONSSON,Mika SAARELAINEN,Paula M NAUGHTON,Leanna CARON,Masako KUBOTA,ESP,RUS,FRA,ITA,SWE,FIN,USA,CAN,JPN
GPCHN_1213,LADIES_SP,Alla SHEKHOVTSOVA,Bettina MEIER,Yu WANG,Asa NORDBACK,Anthony LEROY,Janice HUNTER,Deborah CURRIE,Paolo PIZZOCARI,Masako KUBOTA,RUS,SUI,CHN,SWE,FRA,CAN,USA,ITA,JPN
GPF_1011,LADIES_SP,Leena LAAKSONEN,Yuri KLIUSHNIKOV,Jodi ABBOTT,Tomie FUKUDOME,Samuel AUXIER,Alla SHEKHOVTSOVA,Paolo PIZZOCARI,Guangying QIN,Francis BETSCH,FIN,UKR,CAN,JPN,USA,RUS,ITA,CHN,FRA
GPUSA_1920,MEN_SP,Marketa HORKLOVA,Jia YAO,Igor DOLGUSHIN,Kristina LUNDGREN,Akiko KOBAYASHI,Albert ZAYDMAN,Jung Yoon CHOI,Jerome POULIN,Francis BETSCH,CZE,CHN,RUS,USA,JPN,ISR,KOR,CAN,FRA
GPUSA_1920,MEN_FS,Marketa HORKLOVA,Jia YAO,Igor DOLGUSHIN,Kristina LUNDGREN,Akiko KOBAYASHI,Albert ZAYDMAN,Jung Yoon CHOI,Jerome POULIN,Francis BETSCH,CZE,CHN,RUS,USA,JPN,ISR,KOR,CAN,FRA
GPRUS_1314,LADIES_SP,Claudia BRAMBATI,Andrea DERBY,Alexei SHIRSHOV,Elisabeth LOUESDON,Kenji AMAKO,Irina MEDVEDEVA,Julia ANDREEVA,Kristina LUNDGREN,David MUNOZ,ITA,CAN,BLR,FRA,JPN,AZE,RUS,USA,ESP
GPCAN_1819,LADIES_SP,Shizuko UGAKI,Nadezhda PARETSKAIA,Lolita LABUNSKAIYA,Jeroen PRINS,So Young AN,Marco BUTTARELLI,Taffy HOLLIDAY,Deborah ISLAM,David MUNOZ,JPN,KAZ,RUS,NED,KOR,ITA,USA,CAN,ESP
GPCAN_1819,LADIES_FS,Shizuko UGAKI,Nadezhda PARETSKAIA,Lolita LABUNSKAIYA,Jeroen PRINS,So Young AN,Marco BUTTARELLI,Taffy HOLLIDAY,Deborah ISLAM,David MUNOZ,JPN,KAZ,RUS,NED,KOR,ITA,USA,CAN,ESP
GPUSA_1213,MEN_SP,Julia ANDREEVA,Christian BAUMANN,Franco BENINI,Mayumi KATO,Richard KOSINA,Emilie BILLOW,Wei SHI,Kristina LUNDGREN,Jean SENFT,RUS,GER,ITA,JPN,CZE,SWE,CHN,USA,CAN
GPJPN_1617,LADIES_SP,Elena FOMINA,Makoto KANO,Irina KOMARNICKA,Weiguang CHEN,Kathleen HARMON,Reaghan FAWCETT,Elizabeth RYAN,Danuta DUBROWKO,Allan BOEHM,RUS,JPN,LAT,CHN,USA,CAN,AUS,POL,SVK
WC_1718,LADIES_SP,Matjaz KRUSEC,Catherine TAYLOR,Birgit FOELL,Ko-Man TING,Anne SHEAN,Masako KUBOTA,Marketa HORKLOVA,Jung-Sue LEE,Allan BOEHM,SVN,AUS,GER,TWN,USA,JPN,CZE,KOR,SVK
EC_1112,LADIES_SP,Francoise DE RAPPARD,Jozica PODBEVSEK,Lone CHRISTENSEN AMSTRUP,Yury KLIUSHNIKOV,Alice WALDER,Lise ROSTO JENSEN,Mona JONSSON,Anastasia PAPAGIANNOPOULOU,Allan BOEHM,BEL,SLO,ISU,AZE,SUI,NOR,SWE,GRE,SVK
GPJPN_1617,LADIES_FS,Elizabeth RYAN,Makoto KANO,Irina KOMARNICKA,Danuta DUBROWKO,Kathleen HARMON,Reaghan FAWCETT,Elena FOMINA,Weiguang CHEN,Allan BOEHM,AUS,JPN,LAT,POL,USA,CAN,RUS,CHN,SVK
GPRUS_1112,LADIES_FS,Nikolai SALNIKOV,Karen BUTCHER,Mami MAEDA,Olga KOZHEMYAKINA,Jana BAUDYSOVA,Samuel AUXIER,Saioa SANCHO,Leena KURRI,Sissy KRICK,EST,CAN,JPN,RUS,CZE,USA,ESP,FIN,GER
GPJPN_1415,LADIES_SP,Alexander KOGAN,Todd BROMLEY,Jean SENFT,Tomiko YAMADA,Malgorzata SOBKOW,Beatrice PFISTER,Natalie TAYLOR,Leena KURRI,Jia YAO,RUS,USA,CAN,JPN,POL,SUI,AUS,FIN,CHN
4CC_1415,LADIES_SP,Ayumi KOZUKA,Karen BUTCHER,Eddy WU,Sung-Hee KOH,Peter RANKIN,Anne G SHEAN,Ariadna MORONES NEGRETE,Claudia BRAMBATI,Jia YAO,JPN,CAN,TWN,KOR,AUS,USA,MEX,ITA,CHN
WC_1617,LADIES_SP,Elisabeth LOUESDON,Leanna CARON,Richard GRAINGE,Mona ADOLFSEN,Sakae YAMAMOTO,Edith SCHILLER,Jung-Sue LEE,Jana BAUDYSOVA,Christiane MILES,FRA,CAN,GBR,NOR,JPN,AUT,KOR,CZE,SUI
WC_1617,LADIES_FS,Agita ABELE,Jana BAUDYSOVA,Darja GABROVSEK-POLAJNAR,Elisabeth LOUESDON,Mona JONSSON,Edith SCHILLER,Sakae YAMAMOTO,Mona ADOLFSEN,Christiane MILES,LAT,CZE,SLO,FRA,SWE,AUT,JPN,NOR,SUI
4CC_1213,MEN_FS,Ayumi KOZUKA,Evgeni ROKHIN,Lisa JELINEK,Jeff LUKASIK,Jia YAO,Gale TANGER,Saioa SANCHO,Ariadna MORONES NEGRETE,Na Young AHN,JPN,UZB,AUS,CAN,CHN,USA,ESP,MEX,KOR
GPJPN_1920,LADIES_SP,Sabrina WONG,Makoto KANO,Kylie Anne YACOPETTI,Doug WILLIAMS,Sviatoslav BABENKO,Wei SHI,Florence VUYLSTEKER,Tuire KURONEN,Na Young AHN,CAN,JPN,AUS,USA,RUS,CHN,FRA,FIN,KOR
GPJPN_1920,LADIES_FS,Sabrina WONG,Makoto KANO,Kylie Anne YACOPETTI,Doug WILLIAMS,Sviatoslav BABENKO,Wei SHI,Florence VUYLSTEKER,Tuire KURONEN,Na Young AHN,CAN,JPN,AUS,USA,RUS,CHN,FRA,FIN,KOR
4CC_1516,MEN_SP,Sally REHORICK,Deveny DECK,Catherine L TAYLOR,Nobuhiko YOSHIOKA,Sung-Hee KOH,Yuri GUSKOV,Saodat NUMANOVA,Ariadna MORONES NEGRETE,Jozica PODBEVSEK,CAN,USA,AUS,JPN,KOR,KAZ,UZB,MEX,SLO
OLY_1718,LADIES_FS,Nicole LEBLANC-RICHARD,Agita ABELE,Sung-Hee KOH,Elena FOMINA,Hailan JIANG,Elisabeth LOUESDON,Francoise DE RAPPARD,Deveny DECK,Kerstin KIMMINUS,CAN,LAT,KOR,RUS,CHN,FRA,BEL,USA,GER
GPUSA_1819,LADIES_SP,Patty KLEIN,Ayumi KOZUKA,Chihee RHEE,Sviatoslav BABENKO,Anne G SHEAN,Francis BETSCH,Franco BENINI,Yury BALKOV,Kerstin KIMMINUS,CAN,JPN,KOR,RUS,USA,FRA,ITA,UKR,GER
GPUSA_1819,LADIES_FS,Patty KLEIN,Ayumi KOZUKA,Chihee RHEE,Sviatoslav BABENKO,Anne G SHEAN,Francis BETSCH,Franco BENINI,Yury BALKOV,Kerstin KIMMINUS,CAN,JPN,KOR,RUS,USA,FRA,ITA,UKR,GER
GPCAN_1213,LADIES_FS,Anne G SHEAN,Igor OBRAZTSOV,Kristina HOUWING,Salome CHIGOGIDZE,Marta OLOZAGARRE,Lone VILLEFRANCE,Nicole LEBLANC-RICHARD,Kenji AMAKO,Kerstin KIMMINUS,USA,RUS,SWE,GEO,ESP,DEN,CAN,JPN,GER
4CC_1617,LADIES_SP,Saodat NUMANOVA,Lynne DEY,Dan FANG,Lone VILLEFRANCE,Eddy WU,Peter RANKIN,Shizuko UGAKI,Deveny DECK,Neil GARRARD,UZB,CAN,CHN,DEN,TWN,AUS,JPN,USA,ZAF
4CC_1112,MEN_SP,Evgeni ROKHIN,Ariadna MORONES NEGRETE,Mami MAEDA,Hailan JIANG,Eddy WU,Joanna MILLER,Jung-Sue LEE,Susan HEFFERNAN,Tamie CAMPBELL,UZB,MEX,JPN,CHN,TWN,AUS,KOR,CAN,USA
4CC_1112,MEN_FS,Hailan JIANG,Jung-Sue LEE,Joanna MILLER,Evgeni ROKHIN,Ariadna MORONES NEGRETE,Eddy WU,Susan HEFFERNAN,Mami MAEDA,Tamie CAMPBELL,CHN,KOR,AUS,UZB,MEX,TWN,CAN,JPN,USA
OLY_1718,MEN_FS,Yuriy GUSKOV,Lorrie PARKER,Saodat NUMANOVA,Sakae YAMAMOTO,Albert ZAYDMAN,Olga KOZHEMYAKINA,Weiguang CHEN,Richard KOSINA,Agita ABELE,KAZ,USA,UZB,JPN,ISR,RUS,CHN,CZE,LAT
GPRUS_1617,MEN_SP,Anna KANTOR,Tatiana SHARKINA,Philippe MERIGUET,David MUNOZ,Janice HUNTER,Emilie BILLOW,Nobuhiko YOSHIOKA,Wendy ENZMANN,Agita ABELE,ISR,RUS,FRA,ESP,CAN,SWE,JPN,USA,LAT
OLY_1718,LADIES_SP,Kvetoslava MATEJOVA,Katalin BALCZO,Deveny DECK,Ayumi KOZUKA,Sung-Hee KOH,Hailan JIANG,Elena FOMINA,Yuriy GUSKOV,Agita ABELE,SVK,HUN,USA,JPN,KOR,CHN,RUS,KAZ,LAT
GPCAN_1920,MEN_SP,Lynne DEY,Raffaella LOCATELLI,David MUNOZ,Lisa JELINEK,Stefanie SCHMID MATHEWSON,Maria GRIBONOSOVA-GREBNEVA,Anja RIST,Sakae YAMAMOTO,Agita ABELE,CAN,ITA,ESP,AUS,USA,RUS,GER,JPN,LAT
GPCAN_1920,MEN_FS,Lynne DEY,Raffaella LOCATELLI,David MUNOZ,Lisa JELINEK,Stefanie SCHMID MATHEWSON,Maria GRIBONOSOVA-GREBNEVA,Anja RIST,Sakae YAMAMOTO,Agita ABELE,CAN,ITA,ESP,AUS,USA,RUS,GER,JPN,LAT
EC_1516,MEN_FS,Olga KOZHEMYAKINA,Senem AHISKAL,Kvetoslava MATEJOVA,Elke TREITZ,Gloria MORANDI,Anthony LEROY,Nadezhda FIODOROVA,Anna KANTOR,Saioa SANCHO,RUS,TUR,SVK,GER,ITA,FRA,BLR,ISR,ESP
GPJPN_1213,LADIES_FS,Tricia MORITZ,Mami MAEDA,Janice HUNTER,Marketa HORKLOVA,Salome CHIGOGIDZE,Hailan JIANG,Olga KOZHEMYAKINA,Doug WILLIAMS,Saioa SANCHO,AUS,JPN,CAN,CZE,GEO,CHN,RUS,USA,ESP
GPCAN_1011,LADIES_SP,Christine BLANC,Noriko SHIROTA,Ursula STAHL,Leena KURRI,Todd BROMLEY,Karen HOWARD,Svetlana KANDYBA,Brigitte WENDT,Saioa SANCHO,SUI,JPN,AUT,FIN,USA,CAN,RUS,GER,ESP
GPJPN_1213,LADIES_SP,Olga KOZHEMYAKINA,Hailan JIANG,Mami MAEDA,Marketa HORKLOVA,Salome CHIGOGIDZE,Janice HUNTER,Doug WILLIAMS,Tricia MORITZ,Saioa SANCHO,RUS,CHN,JPN,CZE,GEO,CAN,USA,AUS,ESP
GPFRA_1112,LADIES_FS,Virginia DE AGOSTINI,Paula M NAUGHTON,Alexander KOGAN,Mona JONSSON,Masako KUBOTA,Anthony LEROY,Mika SAARELAINEN,Marta OLOZAGARRE,Leanna CARON,ITA,USA,RUS,SWE,JPN,FRA,FIN,ESP,CAN
GPRUS_1516,MEN_SP,Marta OLOZAGARRE,Sissy KRICK,Alexei BELETSKI,Natalia PRIMACHENKO,Tiziana MIORINI,Asa NORDBACK,Tomie FUKUDOME,Taffy HOLLIDAY,Leanna CARON,ESP,GER,ISR,RUS,ITA,SWE,JPN,USA,CAN
GPJPN_1314,MEN_SP,Tarja RISTANEN,Jeff LUKASIK,Francis BETSCH,Georg KRUMMENACHER,Ulla FAIG,Samuel AUXIER,Elena FOMINA,Marta OLOZAGARRE,Tomiko YAMADA,FIN,CAN,FRA,SUI,GER,USA,RUS,ESP,JPN
4CC_1112,LADIES_SP,Na Young AHN,Eddy WU,Jia YAO,Sasha MARTINEZ,Anne CAMMETT,Deborah NOYES,Leslie KEEN,Neil GARRARD,Tomiko YAMADA,KOR,TWN,CHN,MEX,USA,AUS,CAN,ZAF,JPN
GPJPN_1617,MEN_SP,Anna KANTOR,Olga KOZHEMYAKINA,Allan BOEHM,Christiane MOERTH,Roger GLENN,Walter TOIGO,Irina KOMARNICKA,Leanna CARON,Tomiko YAMADA,ISR,RUS,SVK,AUT,USA,ITA,LAT,CAN,JPN
GPFRA_1011,LADIES_SP,Franco BENINI,Feng HUANG,Jodi ABBOTT,Hely ABBONDATI,Yoshiko KOBAYASHI,Anne HARDY-THOMAS,Igor OBRAZTSOV,Marta OLOZAGARRE,Joyce D KOMPERDA,ITA,CHN,CAN,FIN,JPN,FRA,RUS,ESP,USA
WC_1415,LADIES_FS,Kveta MATEJOVA,Anthony LEROY,Yury KLIUSHNIKOV,Julia ANDREEVA,Elke TREITZ,Stanislava SMIDOVA,Mika SAARELAINEN,Lone VILLEFRANCE,Zanna KULIK,SVK,FRA,AZE,RUS,GER,CZE,FIN,DEN,EST
WC_1415,LADIES_SP,Elke TREITZ,Yury KLIUSHNIKOV,Julia ANDREEVA,Lone VILLEFRANCE,Anthony LEROY,Mona JONSSON,Karen ARCHER,Beatrice PFISTER,Zanna KULIK,GER,AZE,RUS,DEN,FRA,SWE,GBR,SUI,EST
