comp_id,event,j1_name,j2_name,j3_name,j4_name,j5_name,j6_name,j7_name,j8_name,j9_name,j1_nat,j2_nat,j3_nat,j4_nat,j5_nat,j6_nat,j7_nat,j8_nat,j9_nat
GPUSA_1415,MEN_FS,Tamie CAMPBELL,Lolita LABUNSKAIYA,Yuri GUSKOV,Mami MAEDA,Francoise DE RAPPARD,Philippe MERIGUET,Leslie KEEN,Kylie Anne YACOPETTI,Alexei BELETSKI,USA,RUS,KAZ,JPN,BEL,FRA,CAN,AUS,ISR
4CC_1415,LADIES_FS,Karen BUTCHER,Ariadna MORONES NEGRETE,Jia YAO,Eddy WU,Sung-Hee KOH,Peter RANKIN,Ayumi KOZUKA,Anne G SHEAN,Claudia BRAMBATI,CAN,MEX,CHN,TWN,KOR,AUS,JPN,USA,ITA
4CC_1011,LADIES_FS,Deborah CURRIE,Karen HOWARD,Slobodan DELIC,Sung-Hee KOH,Eddy WU,Guangying QIN,Neil GARRARD,Shizuko UGAKI,Catherine L TAYLOR,USA,CAN,SRB,KOR,TWN,CHN,ZAF,JPN,AUS
GPCAN_1516,LADIES_SP,Doug WILLIAMS,Salome CHIGOGIDZE,Inger ANDERSSON,Sviatoslav BABENKO,Shizuko UGAKI,Nadezhda PARETSKAIA,Beth CRANE,Lone AMSTRUP LINNEMANN,Massimo ORLANDINI,USA,GEO,SWE,RUS,JPN,KAZ,CAN,DEN,ITA
GPFIN_1819,LADIES_SP,Francoise DE RAPPARD,Daniela TACCANI,Wendy ENZMANN,Lenka BOHUNICKA,Anu NIINIRANTA,Elena FOMINA,Nobuhiko YOSHIOKA,Elisabeth BINDER,Angelika ULLM,BEL,ITA,USA,SVK,FIN,RUS,JPN,AUT,GER
GPFIN_1819,LADIES_FS,Francoise DE RAPPARD,Daniela TACCANI,Wendy ENZMANN,Lenka BOHUNICKA,Anu NIINIRANTA,Elena FOMINA,Nobuhiko YOSHIOKA,Elisabeth BINDER,Angelika ULLM,BEL,ITA,USA,SVK,FIN,RUS,JPN,AUT,GER
GPUSA_1011,MEN_FS,Jeff LUKASIK,Karin EHRHARDT,Aigul KUANISHEVA,Yukiko OKABE,Merja KOSONEN,Emilie BILLOW,Guangying QIN,Ann MUESING,Hal MARRON,CAN,AUT,KAZ,JPN,FIN,SWE,CHN,BEL,USA
GPCHN_1011,MEN_FS,Philippe MERIGUET,Vera TAUCHMANOVA,Claudia BRAMBATI,Robert ROSENBLUTH,Susan BLATZ,Sviatoslav BABENKO,Guangying QIN,Nobuhiko YOSHIOKA,Hea-Kyung KIM,FRA,CZE,ITA,USA,CAN,RUS,CHN,JPN,KOR
GPCAN_1415,LADIES_FS,Sakae YAMAMOTO,Marco BUTTARELLI,Jung-Sue LEE,Jodi ABBOTT,Guangying QIN,Emilie BILLOW,Maira ABASOVA,William S SMITH,Jan HOFFMANN,JPN,ITA,KOR,CAN,CHN,SWE,RUS,USA,GER
GPJPN_1011,LADIES_SP,Massimo ORLANDINI,Elena FOMINA,Kristina HOUWING,Florence VUYLSTEKER,Salome CHIGOGIDZE,Tarja RISTANEN,Sakae YAMAMOTO,Leanna CARON,Anja RIST,ITA,RUS,SWE,FRA,GEO,FIN,JPN,CAN,GER
4CC_1819,LADIES_SP,Anny HOU,Dan CHEN,Rebecca ANDREW,Nobuhiko YOSHIOKA,Yumin WANG,Yuriy GUSKOV,Jung Sue LEE,Leanna CARON,Kevin ROSENSTEIN,TPE,HKG,AUS,JPN,CHN,KAZ,KOR,CAN,USA
GPRUS_1718,MEN_SP,Agita ABELE,Tatiana SHARKINA,Etsuko AZUMA,Yuri GUSKOV,Anna KANTOR,Lorrie PARKER,Lynne DEY,Saodat NUMANOVA,Veronique VERRUE,LAT,RUS,JPN,KAZ,ISR,USA,CAN,UZB,FRA
GPRUS_1718,MEN_FS,Agita ABELE,Tatiana SHARKINA,Etsuko AZUMA,Yuri GUSKOV,Anna KANTOR,Lorrie PARKER,Lynne DEY,Saodat NUMANOVA,Veronique VERRUE,LAT,RUS,JPN,KAZ,ISR,USA,CAN,UZB,FRA
4CC_1314,MEN_FS,Kenji AMAKO,Evgeni ROKHIN,Yuri GUSKOV,Eddy WU,Jung-Sue LEE,Jia YAO,Catherine L TAYLOR,Andrea DERBY,Lorrie PARKER,JPN,UZB,KAZ,TWN,KOR,CHN,AUS,CAN,USA
GPRUS_1617,LADIES_FS,Nobuhiko YOSHIOKA,Lenka BOHUNICKA,Igor DOLGUSHIN,Dan FANG,Agita ABELE,Wendy ENZMANN,Leslie KEEN,Paolo PIZZOCARI,Aigul KUANISHEVA,JPN,SVK,RUS,CHN,LAT,USA,CAN,ITA,KAZ
GPF_1718,LADIES_SP,Kenji AMAKO,Chihee RHEE,Emilie BILLOW,Olga KOZHEMYAKINA,Deveny DECK,Weiguang CHEN,Elizabeth ALEXANDRE,Paolo PIZZOCARI,Jeff LUKASIK,JPN,KOR,SWE,RUS,USA,CHN,AUS,ITA,CAN
GPF_1718,LADIES_FS,Kenji AMAKO,Chihee RHEE,Emilie BILLOW,Olga KOZHEMYAKINA,Deveny DECK,Weiguang CHEN,Elizabeth ALEXANDRE,Paolo PIZZOCARI,Jeff LUKASIK,JPN,KOR,SWE,RUS,USA,CHN,AUS,ITA,CAN
GPJPN_1314,MEN_FS,Marta OLOZAGARRE,Samuel AUXIER,Georg KRUMMENACHER,Tarja RISTANEN,Elena FOMINA,Francis BETSCH,Tomiko YAMADA,Ulla FAIG,Jeff LUKASIK,ESP,USA,SUI,FIN,RUS,FRA,JPN,GER,CAN
GPJPN_1011,LADIES_FS,Leanna CARON,Tarja RISTANEN,Salome CHIGOGIDZE,Elena FOMINA,Massimo ORLANDINI,Florence VUYLSTEKER,Sakae YAMAMOTO,Anja RIST,Kristina HOUWING,CAN,FIN,GEO,RUS,ITA,FRA,JPN,GER,SWE
EC_1011,MEN_SP,Birgit FOELL,Mona JONSSON,Marina BESCHEA,Hermi OTTEMANN,Halina GORDON POLTORAK,Tomislav CIZMESIJA,Laimute KRAUZIENE,Nadezhda FIODOROVA,Daniela CAVELLI,GER,SWE,ROM,NED,POL,CRO,LTU,BLR,ITA
EC_1213,LADIES_SP,Darja GABROVSEK-POLAJNAR,Florin GAFENCU,Salome CHIGOGIDZE,Yury KLIUSHNIKOV,Leena LAAKSONEN,Nicole VAN GERWEN-MAAS,Krunoslava CUMIC,Bernhard JUST,Lovorka KODRIN,SLO,ROU,GEO,AZE,FIN,NED,ISU,AUT,CRO
EC_1920,LADIES_FS,Laila DAVIDSSON,Marina BESCHEA,Zsuzsanna VIKARNE-HOMOLYA,Katharina HEUSINGER,Christine BLANC,Yury KLIUSHNIKOV,Allan BOEHM,Natasa SKOK,Margo PAUW,SWE,ROM,HUN,GER,SUI,AZE,SVK,SLO,NED
GPUSA_1920,LADIES_SP,Wei SHI,Julia ANDREEVA,Ron CONACHER,Catherine L TAYLOR,Yuriy GUSKOV,Marta OLOZAGARRE,Jung Yoon CHOI,Kevin ROSENSTEIN,Akiko KOBAYASHI,CHN,RUS,CAN,AUS,KAZ,ESP,KOR,USA,JPN
GPUSA_1920,LADIES_FS,Wei SHI,Julia ANDREEVA,Ron CONACHER,Catherine L TAYLOR,Yuriy GUSKOV,Marta OLOZAGARRE,Jung Yoon CHOI,Kevin ROSENSTEIN,Akiko KOBAYASHI,CHN,RUS,CAN,AUS,KAZ,ESP,KOR,USA,JPN
WC_1819,LADIES_FS,Kari-Anne OLSEN,Stanislava SMIDOVA,Edith SCHILLER,Teri SEDEJ,Yuriy GUSKOV,Ko-Man TING,Deborah CURRIE,Young Kyung HAN,Kersten BELLMANN,NOR,CZE,AUT,SVN,KAZ,TWN,USA,KOR,GER
WC_1314,MEN_SP,Jia YAO,Walter TOIGO,Benoit LAVOIE,Vladislav PETUKHOV,Thomas BIEGLER,Lone AMSTRUP LINNEMANN,Marina SANAYA,Kadi ZVIRIK,Kersten BELLMANN,CHN,ITA,CAN,UKR,AUT,DEN,RUS,EST,GER
WC_1819,LADIES_SP,Yuriy GUSKOV,Teri SEDEJ,Yu WANG,Agita ABELE,Stanislava SMIDOVA,Mary CHAPMAN,Deborah CURRIE,Nikolai SALNIKOV,Kari-Anne OLSEN,KAZ,SVN,CHN,LAT,CZE,GBR,USA,EST,NOR
EC_1718,LADIES_FS,Ebru ANILDI,Francoise DE RAPPARD,Igor FEDCHENKO,Kari-Anne OLSEN,Agita ABELE,Attila SOOS,Zanna KULIK,Ann FINDLAY,Merja KOSONEN,TUR,BEL,UKR,NOR,LAT,HUN,EST,GBR,FIN
EC_1415,LADIES_FS,Ulla FAIG,Philippe MERIGUET,Anu NIINIRANTA,Christiane MILES,Lone AMSTRUP LINNEMANN,Zanna KULIK,Alla SHEKHOVTSOVA,Osman SIRVAN,Natalia KRUGLOVA,GER,FRA,FIN,SUI,DEN,EST,RUS,TUR,UKR
WC_1112,MEN_SP,Evgeni ROKHIN,Eddy WU,Sung-Hee KOH,Anna KANTOR,Pirjo ELO,Ekaterina SEROVA,Ebru ANILDI,Inger ANDERSSON,Katalin BALCZO,UZB,TWN,KOR,ISR,FIN,BLR,TUR,SWE,HUN
GPRUS_1819,LADIES_SP,Julia ANDREEVA,Deborah CURRIE,Miwako ANDO,Attila SOOS,Anja RIST,Yuriy GUSKOV,Malgorzata SOBKOW,Kyung Won SAKONG,Claudia FASSORA,RUS,USA,JPN,HUN,GER,KAZ,POL,KOR,SUI
GPRUS_1819,LADIES_FS,Julia ANDREEVA,Deborah CURRIE,Miwako ANDO,Attila SOOS,Anja RIST,Yuriy GUSKOV,Malgorzata SOBKOW,Kyung Won SAKONG,Claudia FASSORA,RUS,USA,JPN,HUN,GER,KAZ,POL,KOR,SUI
EC_1920,LADIES_SP,Zsuzsanna VIKARNE-HOMOLYA,Margo PAUW,Allan BOEHM,Marina BESCHEA,Natasa SKOK,Igor FEDCHENKO,Veronique VERRUE,Magdalena RUSIECKA,Katarina GROF MITROVIC,HUN,NED,SVK,ROM,SLO,UKR,FRA,POL,SRB
