element,comp_id,skater_fullname,event,bv,goe,failed_req,invalid,num_spin_errors,date
CCoSp4,WC_1819,Natasha MCKAY,LADIES_FS,3.50,0.45,0,0,0,2019-03-18
FCCoSp4,WC_1819,Eva Lotta KIIBUS,LADIES_FS,3.50,0.35,0,0,0,2019-03-18
CCoSp4,WC_1819,Eva Lotta KIIBUS,LADIES_FS,3.50,0.15,0,0,0,2019-03-18
LSp4,WC_1819,Eva Lotta KIIBUS,LADIES_FS,2.70,0.39,0,0,0,2019-03-18
FCCoSp4,WC_1819,Alaine CHARTRAND,LADIES_FS,3.50,0.65,0,0,0,2019-03-18
FCSSp4,WC_1819,Alaine CHARTRAND,LADIES_FS,3.00,0.73,0,0,0,2019-03-18
CCoSp3,WC_1819,Alaine CHARTRAND,LADIES_FS,3.00,0.21,0,0,0,2019-03-18
LSp2,WC_1819,Isadora WILLIAMS,LADIES_FS,1.90,-0.30,0,0,0,2019-03-18
CCoSp4,WC_1819,Isadora WILLIAMS,LADIES_FS,3.50,-0.05,0,0,0,2019-03-18
FSSp4,WC_1819,Isadora WILLIAMS,LADIES_FS,3.00,0.13,0,0,0,2019-03-18
CSSp4,4CC_1819,Vincent ZHOU,MEN_SP,3.00,0.30,0,0,0,2019-02-04
FCSp4,4CC_1819,Vincent ZHOU,MEN_SP,3.20,0.46,0,0,0,2019-02-04
CCoSp4,4CC_1819,Vincent ZHOU,MEN_SP,3.50,0.55,0,0,0,2019-02-04
FCSp4,4CC_1819,Junhwan CHA,MEN_SP,3.20,0.73,0,0,0,2019-02-04
CSSp4,4CC_1819,Junhwan CHA,MEN_SP,3.00,0.94,0,0,0,2019-02-04
CCoSp4,4CC_1819,Junhwan CHA,MEN_SP,3.50,1.10,0,0,0,2019-02-04
FCSp4,4CC_1819,Boyang JIN,MEN_SP,3.20,0.87,0,0,0,2019-02-04
CSSp4,4CC_1819,Boyang JIN,MEN_SP,3.00,0.77,0,0,0,2019-02-04
CCoSp4,4CC_1819,Boyang JIN,MEN_SP,3.50,0.85,0,0,0,2019-02-04
FCSp4,4CC_1819,Shoma UNO,MEN_SP,3.20,1.01,0,0,0,2019-02-04
CSSp4,4CC_1819,Shoma UNO,MEN_SP,3.00,0.94,0,0,0,2019-02-04
CCoSp4,4CC_1819,Shoma UNO,MEN_SP,3.50,1.40,0,0,0,2019-02-04
FCSp3,4CC_1819,Keegan MESSING,MEN_SP,2.80,1.00,0,0,0,2019-02-04
CSSp3,4CC_1819,Keegan MESSING,MEN_SP,2.60,0.45,0,0,0,2019-02-04
CCoSp3,4CC_1819,Keegan MESSING,MEN_SP,3.00,0.77,0,0,0,2019-02-04
FSSp4,4CC_1819,Jason BROWN,MEN_SP,3.00,0.34,0,0,0,2019-02-04
CCoSp4,4CC_1819,Jason BROWN,MEN_SP,3.50,1.00,0,0,0,2019-02-04
CCSp4,4CC_1819,Jason BROWN,MEN_SP,3.20,1.42,0,0,0,2019-02-04
FCSp4,4CC_1819,Keiji TANAKA,MEN_SP,3.20,0.82,0,0,0,2019-02-04
CSSp4,4CC_1819,Keiji TANAKA,MEN_SP,3.00,0.64,0,0,0,2019-02-04
CCoSp4,4CC_1819,Keiji TANAKA,MEN_SP,3.50,1.00,0,0,0,2019-02-04
FCSp3,4CC_1819,Nam NGUYEN,MEN_SP,2.80,0.44,0,0,0,2019-02-04
CSSp4,4CC_1819,Nam NGUYEN,MEN_SP,3.00,0.51,0,0,0,2019-02-04
CCoSp4,4CC_1819,Nam NGUYEN,MEN_SP,3.50,0.65,0,0,0,2019-02-04
FCSp4,4CC_1819,Tomoki HIWATASHI,MEN_SP,3.20,0.50,0,0,0,2019-02-04
CSSp4,4CC_1819,Tomoki HIWATASHI,MEN_SP,3.00,0.60,0,0,0,2019-02-04
CCoSp4,4CC_1819,Tomoki HIWATASHI,MEN_SP,3.50,1.15,0,0,0,2019-02-04
CCSp3,4CC_1819,Brendan KERRY,MEN_SP,2.80,0.24,0,0,0,2019-02-04
CCoSp4,4CC_1819,Brendan KERRY,MEN_SP,3.50,0.65,0,0,0,2019-02-04
FSSp4,4CC_1819,Brendan KERRY,MEN_SP,3.00,0.34,0,0,0,2019-02-04
CSSp4,4CC_1819,Nicolas NADEAU,MEN_SP,3.00,0.73,0,0,0,2019-02-04
FCSp3,4CC_1819,Nicolas NADEAU,MEN_SP,2.80,0.32,0,0,0,2019-02-04
CCoSp4,4CC_1819,Nicolas NADEAU,MEN_SP,3.50,0.75,0,0,0,2019-02-04
CSSp4,4CC_1819,Kazuki TOMONO,MEN_SP,3.00,0.69,0,0,0,2019-02-04
FCSp4,4CC_1819,Kazuki TOMONO,MEN_SP,3.20,0.55,0,0,0,2019-02-04
CCoSp4,4CC_1819,Kazuki TOMONO,MEN_SP,3.50,1.00,0,0,0,2019-02-04
CSSp2,4CC_1819,Andrew DODDS,MEN_SP,2.30,0.53,0,0,0,2019-02-04
FCSp4,4CC_1819,Andrew DODDS,MEN_SP,3.20,0.55,0,0,0,2019-02-04
CCoSp4,4CC_1819,Andrew DODDS,MEN_SP,3.50,0.85,0,0,0,2019-02-04
CCoSp4,4CC_1819,Donovan CARRILLO,MEN_SP,3.50,0.90,0,0,0,2019-02-04
FCSp3,4CC_1819,Donovan CARRILLO,MEN_SP,2.80,0.12,0,0,0,2019-02-04
CSSp4,4CC_1819,Donovan CARRILLO,MEN_SP,3.00,0.43,0,0,0,2019-02-04
FCSp4,4CC_1819,He ZHANG,MEN_SP,3.20,0.41,0,0,0,2019-02-04
CSSp4,4CC_1819,He ZHANG,MEN_SP,3.00,0.39,0,0,0,2019-02-04
CCoSp4,4CC_1819,He ZHANG,MEN_SP,3.50,0.00,0,0,0,2019-02-04
FCSp4,4CC_1819,June Hyoung LEE,MEN_SP,3.20,0.32,0,0,0,2019-02-04
CSSp4,4CC_1819,June Hyoung LEE,MEN_SP,3.00,0.43,0,0,0,2019-02-04
CCoSp4,4CC_1819,June Hyoung LEE,MEN_SP,3.50,0.55,0,0,0,2019-02-04
FSSp4,4CC_1819,Micah TANG,MEN_SP,3.00,0.34,0,0,0,2019-02-04
CCSp3,4CC_1819,Micah TANG,MEN_SP,2.80,0.24,0,0,0,2019-02-04
CCoSp3,4CC_1819,Micah TANG,MEN_SP,3.00,0.13,0,0,0,2019-02-04
FCSp3,4CC_1819,Julian Zhi Jie YEE,MEN_SP,2.80,0.28,0,0,0,2019-02-04
CSSp4,4CC_1819,Julian Zhi Jie YEE,MEN_SP,3.00,-0.09,0,0,0,2019-02-04
CCoSp3,4CC_1819,Julian Zhi Jie YEE,MEN_SP,3.00,0.21,0,0,0,2019-02-04
FCSp3,4CC_1819,Micah Kai LYNETTE,MEN_SP,2.80,-0.40,0,0,0,2019-02-04
CCoSp4,4CC_1819,Micah Kai LYNETTE,MEN_SP,3.50,0.10,0,0,0,2019-02-04
CSSp3,4CC_1819,Micah Kai LYNETTE,MEN_SP,2.60,0.07,0,0,0,2019-02-04
CCSp3,4CC_1819,Harrison Jon-Yen WONG,MEN_SP,2.80,0.20,0,0,0,2019-02-04
CCoSp4,4CC_1819,Harrison Jon-Yen WONG,MEN_SP,3.50,0.60,0,0,0,2019-02-04
FSSp4,4CC_1819,Harrison Jon-Yen WONG,MEN_SP,3.00,0.47,0,0,0,2019-02-04
FCSp4,4CC_1819,Sihyeong LEE,MEN_SP,3.20,0.55,0,0,0,2019-02-04
CSSp3,4CC_1819,Sihyeong LEE,MEN_SP,2.60,0.11,0,0,0,2019-02-04
CCoSp3,4CC_1819,Sihyeong LEE,MEN_SP,3.00,-0.04,0,0,0,2019-02-04
CSSp4,4CC_1819,Nikita MANKO,MEN_SP,3.00,0.39,0,0,0,2019-02-04
CCoSp4,4CC_1819,Nikita MANKO,MEN_SP,3.50,0.45,0,0,0,2019-02-04
FCSp2,4CC_1819,Nikita MANKO,MEN_SP,2.30,0.07,0,0,0,2019-02-04
CSSp3,4CC_1819,Leslie Man Cheuk IP,MEN_SP,2.60,-0.11,0,0,0,2019-02-04
FCSp2,4CC_1819,Leslie Man Cheuk IP,MEN_SP,2.30,-0.26,0,0,0,2019-02-04
CCoSp4,4CC_1819,Leslie Man Cheuk IP,MEN_SP,3.50,0.10,0,0,0,2019-02-04
CCSp3,4CC_1819,Mark WEBSTER,MEN_SP,2.80,-0.36,0,0,0,2019-02-04
FSSp2,4CC_1819,Mark WEBSTER,MEN_SP,2.30,-0.43,0,0,0,2019-02-04
CCoSp2,4CC_1819,Mark WEBSTER,MEN_SP,1.88,0.05,1,0,1,2019-02-04
FCSp4,4CC_1819,Kai Xiang CHEW,MEN_SP,3.20,0.23,0,0,0,2019-02-04
CSSp4,4CC_1819,Kai Xiang CHEW,MEN_SP,3.00,-0.21,0,0,0,2019-02-04
CCoSp4,4CC_1819,Kai Xiang CHEW,MEN_SP,3.50,0.05,0,0,0,2019-02-04
FCSp4,4CC_1819,Shoma UNO,MEN_FS,3.20,1.10,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Shoma UNO,MEN_FS,3.50,1.10,0,0,0,2019-02-04
CCoSp4,4CC_1819,Shoma UNO,MEN_FS,3.50,1.40,0,0,0,2019-02-04
FCSp3,4CC_1819,Boyang JIN,MEN_FS,2.80,0.64,0,0,0,2019-02-04
CSSp4,4CC_1819,Boyang JIN,MEN_FS,3.00,0.64,0,0,0,2019-02-04
CCoSp4,4CC_1819,Boyang JIN,MEN_FS,3.50,0.65,0,0,0,2019-02-04
FSSp4,4CC_1819,Keegan MESSING,MEN_FS,3.00,1.16,0,0,0,2019-02-04
FCCoSp3,4CC_1819,Keegan MESSING,MEN_FS,3.00,0.86,0,0,0,2019-02-04
CCoSp4,4CC_1819,Keegan MESSING,MEN_FS,3.50,1.55,0,0,0,2019-02-04
FCSp4,4CC_1819,Jason BROWN,MEN_FS,3.20,1.23,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Jason BROWN,MEN_FS,3.50,1.25,0,0,0,2019-02-04
CCoSp4,4CC_1819,Jason BROWN,MEN_FS,3.50,1.35,0,0,0,2019-02-04
FCSp4,4CC_1819,Vincent ZHOU,MEN_FS,3.20,0.73,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Vincent ZHOU,MEN_FS,3.50,0.70,0,0,0,2019-02-04
CSSp4,4CC_1819,Vincent ZHOU,MEN_FS,3.00,0.69,0,0,0,2019-02-04
CSSp4,4CC_1819,Keiji TANAKA,MEN_FS,3.00,0.69,0,0,0,2019-02-04
FCSp3,4CC_1819,Keiji TANAKA,MEN_FS,2.80,0.48,0,0,0,2019-02-04
CCoSp4,4CC_1819,Keiji TANAKA,MEN_FS,3.50,0.90,0,0,0,2019-02-04
FCSp4,4CC_1819,Tomoki HIWATASHI,MEN_FS,3.20,0.46,0,0,0,2019-02-04
CSSp4,4CC_1819,Tomoki HIWATASHI,MEN_FS,3.00,0.47,0,0,0,2019-02-04
CCoSp4,4CC_1819,Tomoki HIWATASHI,MEN_FS,3.50,1.05,0,0,0,2019-02-04
FCSp4,4CC_1819,Junhwan CHA,MEN_FS,3.20,0.82,0,0,0,2019-02-04
CCoSp4,4CC_1819,Junhwan CHA,MEN_FS,3.50,1.15,0,0,0,2019-02-04
CSSp4,4CC_1819,Junhwan CHA,MEN_FS,3.00,0.86,0,0,0,2019-02-04
CCSp4,4CC_1819,Brendan KERRY,MEN_FS,3.20,0.37,0,0,0,2019-02-04
CCoSp3,4CC_1819,Brendan KERRY,MEN_FS,3.00,0.51,0,0,0,2019-02-04
FSSp2,4CC_1819,Brendan KERRY,MEN_FS,2.30,0.30,0,0,0,2019-02-04
FSSp1,4CC_1819,Nam NGUYEN,MEN_FS,2.00,0.26,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Nam NGUYEN,MEN_FS,3.50,0.50,0,0,0,2019-02-04
CCoSp4,4CC_1819,Nam NGUYEN,MEN_FS,3.50,0.85,0,0,0,2019-02-04
FCSp3,4CC_1819,Nicolas NADEAU,MEN_FS,2.80,0.48,0,0,0,2019-02-04
CSSp3,4CC_1819,Nicolas NADEAU,MEN_FS,2.60,0.41,0,0,0,2019-02-04
CCoSp3,4CC_1819,Nicolas NADEAU,MEN_FS,3.00,0.60,0,0,0,2019-02-04
FSSp4,4CC_1819,Kazuki TOMONO,MEN_FS,3.00,0.64,0,0,0,2019-02-04
FCCoSp3,4CC_1819,Kazuki TOMONO,MEN_FS,2.25,0.23,1,0,1,2019-02-04
CCoSp3,4CC_1819,Kazuki TOMONO,MEN_FS,3.00,0.39,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Sihyeong LEE,MEN_FS,3.50,0.40,0,0,0,2019-02-04
CSSp3,4CC_1819,Sihyeong LEE,MEN_FS,2.60,0.26,0,0,0,2019-02-04
CCoSp4,4CC_1819,Sihyeong LEE,MEN_FS,3.50,0.60,0,0,0,2019-02-04
CSSp4,4CC_1819,June Hyoung LEE,MEN_FS,3.00,0.34,0,0,0,2019-02-04
FCSp4,4CC_1819,June Hyoung LEE,MEN_FS,3.20,0.37,0,0,0,2019-02-04
CCoSp4,4CC_1819,June Hyoung LEE,MEN_FS,3.50,0.50,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Andrew DODDS,MEN_FS,3.50,0.85,0,0,0,2019-02-04
CCoSp3,4CC_1819,Andrew DODDS,MEN_FS,2.25,0.29,1,0,1,2019-02-04
CSSp2,4CC_1819,Andrew DODDS,MEN_FS,2.30,0.30,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Micah Kai LYNETTE,MEN_FS,3.50,0.35,0,0,0,2019-02-04
CCoSp4,4CC_1819,Micah Kai LYNETTE,MEN_FS,3.50,0.60,0,0,0,2019-02-04
FSSp3,4CC_1819,Micah Kai LYNETTE,MEN_FS,2.60,0.11,0,0,0,2019-02-04
FSSp3,4CC_1819,Julian Zhi Jie YEE,MEN_FS,2.60,0.56,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Julian Zhi Jie YEE,MEN_FS,3.50,0.30,0,0,0,2019-02-04
CCoSp3,4CC_1819,Julian Zhi Jie YEE,MEN_FS,3.00,0.47,0,0,0,2019-02-04
FCSp4,4CC_1819,He ZHANG,MEN_FS,3.20,0.32,0,0,0,2019-02-04
CSSp3,4CC_1819,He ZHANG,MEN_FS,2.60,0.11,0,0,0,2019-02-04
CCoSp1,4CC_1819,He ZHANG,MEN_FS,1.50,-0.24,1,0,1,2019-02-04
CCSp3,4CC_1819,Micah TANG,MEN_FS,2.80,0.08,0,0,0,2019-02-04
FSSp3,4CC_1819,Micah TANG,MEN_FS,2.60,0.00,0,0,0,2019-02-04
CCoSp4,4CC_1819,Micah TANG,MEN_FS,3.50,0.50,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Donovan CARRILLO,MEN_FS,3.50,0.90,0,0,0,2019-02-04
CCoSp4,4CC_1819,Donovan CARRILLO,MEN_FS,3.50,0.95,0,0,0,2019-02-04
CSSp3,4CC_1819,Donovan CARRILLO,MEN_FS,2.60,0.63,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Leslie Man Cheuk IP,MEN_FS,3.50,0.05,0,0,0,2019-02-04
CCoSp3,4CC_1819,Leslie Man Cheuk IP,MEN_FS,3.00,-0.21,0,0,0,2019-02-04
FSSp3,4CC_1819,Leslie Man Cheuk IP,MEN_FS,2.60,0.30,0,0,0,2019-02-04
CCSp4,4CC_1819,Harrison Jon-Yen WONG,MEN_FS,3.20,0.09,0,0,0,2019-02-04
CCoSp4,4CC_1819,Harrison Jon-Yen WONG,MEN_FS,3.50,-0.10,0,0,0,2019-02-04
FSSp4,4CC_1819,Harrison Jon-Yen WONG,MEN_FS,3.00,0.47,0,0,0,2019-02-04
FCCoSp3,4CC_1819,Nikita MANKO,MEN_FS,2.25,0.20,1,0,1,2019-02-04
CCoSp3,4CC_1819,Nikita MANKO,MEN_FS,2.25,0.23,1,0,1,2019-02-04
CSSp4,4CC_1819,Nikita MANKO,MEN_FS,3.00,0.30,0,0,0,2019-02-04
CCSp2,4CC_1819,Mark WEBSTER,MEN_FS,2.30,-0.20,0,0,0,2019-02-04
FSSp,4CC_1819,Mark WEBSTER,MEN_FS,0.00,0.00,0,0,0,2019-02-04
CCoSp2,4CC_1819,Mark WEBSTER,MEN_FS,2.50,-0.14,0,0,0,2019-02-04
FCSp4,4CC_1819,Bradie TENNELL,LADIES_SP,3.20,0.91,0,0,0,2019-02-04
LSp4,4CC_1819,Bradie TENNELL,LADIES_SP,2.70,0.93,0,0,0,2019-02-04
CCoSp4,4CC_1819,Bradie TENNELL,LADIES_SP,3.50,1.30,0,0,0,2019-02-04
CCoSp4,4CC_1819,Kaori SAKAMOTO,LADIES_SP,3.50,0.95,0,0,0,2019-02-04
FCSp4,4CC_1819,Kaori SAKAMOTO,LADIES_SP,3.20,0.82,0,0,0,2019-02-04
LSp4,4CC_1819,Kaori SAKAMOTO,LADIES_SP,2.70,0.42,0,0,0,2019-02-04
CCoSp4,4CC_1819,Mariah BELL,LADIES_SP,3.50,1.05,0,0,0,2019-02-04
FSSp4,4CC_1819,Mariah BELL,LADIES_SP,3.00,0.64,0,0,0,2019-02-04
LSp3,4CC_1819,Mariah BELL,LADIES_SP,2.40,0.55,0,0,0,2019-02-04
FCSp4,4CC_1819,Eunsoo LIM,LADIES_SP,3.20,0.59,0,0,0,2019-02-04
LSp3,4CC_1819,Eunsoo LIM,LADIES_SP,2.40,0.79,0,0,0,2019-02-04
CCoSp4,4CC_1819,Eunsoo LIM,LADIES_SP,3.50,0.90,0,0,0,2019-02-04
FSSp3,4CC_1819,Rika KIHIRA,LADIES_SP,2.60,0.56,0,0,0,2019-02-04
CCoSp4,4CC_1819,Rika KIHIRA,LADIES_SP,3.50,1.00,0,0,0,2019-02-04
LSp4,4CC_1819,Rika KIHIRA,LADIES_SP,2.70,0.93,0,0,0,2019-02-04
CCoSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_SP,3.50,1.00,0,0,0,2019-02-04
FCSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_SP,3.20,0.32,0,0,0,2019-02-04
LSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_SP,2.70,1.00,0,0,0,2019-02-04
FCSp4,4CC_1819,Ting CUI,LADIES_SP,3.20,0.64,0,0,0,2019-02-04
CCoSp3,4CC_1819,Ting CUI,LADIES_SP,2.25,0.23,1,0,1,2019-02-04
LSp4,4CC_1819,Ting CUI,LADIES_SP,2.70,0.69,0,0,0,2019-02-04
FSSp4,4CC_1819,Mai MIHARA,LADIES_SP,3.00,0.77,0,0,0,2019-02-04
CCoSp4,4CC_1819,Mai MIHARA,LADIES_SP,3.50,0.90,0,0,0,2019-02-04
LSp4,4CC_1819,Mai MIHARA,LADIES_SP,2.70,0.85,0,0,0,2019-02-04
FCSp3,4CC_1819,Yelim KIM,LADIES_SP,2.80,0.40,0,0,0,2019-02-04
CCoSp4,4CC_1819,Yelim KIM,LADIES_SP,3.50,0.90,0,0,0,2019-02-04
SSp4,4CC_1819,Yelim KIM,LADIES_SP,2.50,0.61,0,0,0,2019-02-04
CCoSp4,4CC_1819,Kailani CRAINE,LADIES_SP,3.50,0.55,0,0,0,2019-02-04
FSSp4,4CC_1819,Kailani CRAINE,LADIES_SP,3.00,0.39,0,0,0,2019-02-04
LSp4,4CC_1819,Kailani CRAINE,LADIES_SP,2.70,0.81,0,0,0,2019-02-04
SSp4,4CC_1819,Larkyn AUSTMAN,LADIES_SP,2.50,0.61,0,0,0,2019-02-04
FCSp4,4CC_1819,Larkyn AUSTMAN,LADIES_SP,3.20,0.14,0,0,0,2019-02-04
CCoSp4,4CC_1819,Larkyn AUSTMAN,LADIES_SP,3.50,0.55,0,0,0,2019-02-04
LSp3,4CC_1819,Veronik MALLET,LADIES_SP,2.40,0.27,0,0,0,2019-02-04
CCoSp3,4CC_1819,Veronik MALLET,LADIES_SP,3.00,0.64,0,0,0,2019-02-04
FSSp4,4CC_1819,Veronik MALLET,LADIES_SP,3.00,0.51,0,0,0,2019-02-04
FCSp4,4CC_1819,Hongyi CHEN,LADIES_SP,3.20,0.27,0,0,0,2019-02-04
CCoSp4,4CC_1819,Hongyi CHEN,LADIES_SP,3.50,0.45,0,0,0,2019-02-04
LSp4,4CC_1819,Hongyi CHEN,LADIES_SP,2.70,0.50,0,0,0,2019-02-04
FCSp4,4CC_1819,Brooklee HAN,LADIES_SP,3.20,0.55,0,0,0,2019-02-04
CCoSp4,4CC_1819,Brooklee HAN,LADIES_SP,3.50,0.60,0,0,0,2019-02-04
LSp4,4CC_1819,Brooklee HAN,LADIES_SP,2.70,0.46,0,0,0,2019-02-04
FCSp4,4CC_1819,Yi Christy LEUNG,LADIES_SP,3.20,0.55,0,0,0,2019-02-04
LSp4,4CC_1819,Yi Christy LEUNG,LADIES_SP,2.70,0.27,0,0,0,2019-02-04
CCoSp4,4CC_1819,Yi Christy LEUNG,LADIES_SP,3.50,0.45,0,0,0,2019-02-04
FCSp4,4CC_1819,Alisson Krystle PERTICHETO,LADIES_SP,3.20,0.41,0,0,0,2019-02-04
CCoSp4,4CC_1819,Alisson Krystle PERTICHETO,LADIES_SP,3.50,0.40,0,0,0,2019-02-04
LSp2,4CC_1819,Alisson Krystle PERTICHETO,LADIES_SP,1.90,0.30,0,0,0,2019-02-04
CCoSp4,4CC_1819,Hanul KIM,LADIES_SP,3.50,0.50,0,0,0,2019-02-04
FSSp4,4CC_1819,Hanul KIM,LADIES_SP,3.00,0.39,0,0,0,2019-02-04
LSp4,4CC_1819,Hanul KIM,LADIES_SP,2.70,0.77,0,0,0,2019-02-04
LSp4,4CC_1819,Joanna SO,LADIES_SP,2.70,0.35,0,0,0,2019-02-04
FCSp4,4CC_1819,Joanna SO,LADIES_SP,3.20,0.00,0,0,0,2019-02-04
CCoSp2,4CC_1819,Joanna SO,LADIES_SP,1.88,0.14,1,0,1,2019-02-04
CCoSp3,4CC_1819,Isadora WILLIAMS,LADIES_SP,3.00,0.34,0,0,0,2019-02-04
FSSp3,4CC_1819,Isadora WILLIAMS,LADIES_SP,2.60,0.15,0,0,0,2019-02-04
LSp3,4CC_1819,Isadora WILLIAMS,LADIES_SP,2.40,0.14,0,0,0,2019-02-04
LSp4,4CC_1819,Amy LIN,LADIES_SP,2.70,0.19,0,0,0,2019-02-04
FCSp4,4CC_1819,Amy LIN,LADIES_SP,3.20,0.46,0,0,0,2019-02-04
CCoSp4,4CC_1819,Amy LIN,LADIES_SP,3.50,0.40,0,0,0,2019-02-04
FSSp3,4CC_1819,Alaine CHARTRAND,LADIES_SP,2.60,0.45,0,0,0,2019-02-04
LSp4,4CC_1819,Alaine CHARTRAND,LADIES_SP,2.70,0.27,0,0,0,2019-02-04
CCoSp4,4CC_1819,Alaine CHARTRAND,LADIES_SP,3.50,0.65,0,0,0,2019-02-04
FCSp4,4CC_1819,Andrea MONTESINOS CANTU,LADIES_SP,3.20,0.46,0,0,0,2019-02-04
CCoSp3,4CC_1819,Andrea MONTESINOS CANTU,LADIES_SP,3.00,0.30,0,0,0,2019-02-04
LSp4,4CC_1819,Andrea MONTESINOS CANTU,LADIES_SP,2.70,0.19,0,0,0,2019-02-04
CCoSp4,4CC_1819,Rika KIHIRA,LADIES_FS,3.50,0.95,0,0,0,2019-02-04
LSp4,4CC_1819,Rika KIHIRA,LADIES_FS,2.70,0.93,0,0,0,2019-02-04
FSSp4,4CC_1819,Rika KIHIRA,LADIES_FS,3.00,0.60,0,0,0,2019-02-04
CCoSp3,4CC_1819,Mai MIHARA,LADIES_FS,3.00,0.81,0,0,0,2019-02-04
FSSp4,4CC_1819,Mai MIHARA,LADIES_FS,3.00,0.73,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Mai MIHARA,LADIES_FS,3.50,1.30,0,0,0,2019-02-04
FCSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_FS,3.20,0.73,0,0,0,2019-02-04
CCoSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_FS,3.50,0.90,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Elizabet TURSYNBAEVA,LADIES_FS,3.50,1.00,0,0,0,2019-02-04
FSSp4,4CC_1819,Kaori SAKAMOTO,LADIES_FS,3.00,0.81,0,0,0,2019-02-04
CCoSp4,4CC_1819,Kaori SAKAMOTO,LADIES_FS,3.50,0.85,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Kaori SAKAMOTO,LADIES_FS,3.50,0.95,0,0,0,2019-02-04
LSp4,4CC_1819,Bradie TENNELL,LADIES_FS,2.70,0.81,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Bradie TENNELL,LADIES_FS,3.50,1.30,0,0,0,2019-02-04
CCoSp4,4CC_1819,Bradie TENNELL,LADIES_FS,3.50,1.40,0,0,0,2019-02-04
CCoSp3,4CC_1819,Mariah BELL,LADIES_FS,3.00,0.90,0,0,0,2019-02-04
FCCoSp3,4CC_1819,Mariah BELL,LADIES_FS,3.00,0.86,0,0,0,2019-02-04
LSp4,4CC_1819,Mariah BELL,LADIES_FS,2.70,0.93,0,0,0,2019-02-04
CCoSp4,4CC_1819,Yelim KIM,LADIES_FS,3.50,0.85,0,0,0,2019-02-04
FCSp4,4CC_1819,Yelim KIM,LADIES_FS,3.20,0.41,0,0,0,2019-02-04
SSp4,4CC_1819,Yelim KIM,LADIES_FS,2.50,0.68,0,0,0,2019-02-04
CCoSp4,4CC_1819,Eunsoo LIM,LADIES_FS,3.50,0.55,0,0,0,2019-02-04
LSp3,4CC_1819,Eunsoo LIM,LADIES_FS,2.40,0.48,0,0,0,2019-02-04
FCSp4,4CC_1819,Eunsoo LIM,LADIES_FS,3.20,0.82,0,0,0,2019-02-04
FSSp4,4CC_1819,Veronik MALLET,LADIES_FS,3.00,0.60,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Veronik MALLET,LADIES_FS,3.50,0.55,0,0,0,2019-02-04
CCoSp4,4CC_1819,Veronik MALLET,LADIES_FS,3.50,0.90,0,0,0,2019-02-04
LSp4,4CC_1819,Hanul KIM,LADIES_FS,2.70,0.96,0,0,0,2019-02-04
CCoSp4,4CC_1819,Hanul KIM,LADIES_FS,3.50,0.60,0,0,0,2019-02-04
FSSp4,4CC_1819,Hanul KIM,LADIES_FS,3.00,0.26,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Yi Christy LEUNG,LADIES_FS,3.50,0.15,0,0,0,2019-02-04
LSp4,4CC_1819,Yi Christy LEUNG,LADIES_FS,2.70,0.39,0,0,0,2019-02-04
CCoSp3,4CC_1819,Yi Christy LEUNG,LADIES_FS,3.00,0.47,0,0,0,2019-02-04
FSSp4,4CC_1819,Larkyn AUSTMAN,LADIES_FS,3.00,0.60,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Larkyn AUSTMAN,LADIES_FS,3.50,0.30,0,0,0,2019-02-04
CCoSp4,4CC_1819,Larkyn AUSTMAN,LADIES_FS,3.50,0.95,0,0,0,2019-02-04
FCCoSp4,4CC_1819,Alaine CHARTRAND,LADIES_FS,3.50,0.95,0,0,0,2019-02-04
FCSSp4,4CC_1819,Alaine CHARTRAND,LADIES_FS,3.00,0.73,0,0,0,2019-02-04
CCoSp4,4CC_1819,Alaine CHARTRAND,LADIES_FS,3.50,0.65,0,0,0,2019-02-04
CCoSp3,4CC_1819,Ting CUI,LADIES_FS,3.00,0.73,0,0,0,2019-02-04
FCSp4,4CC_1819,Ting CUI,LADIES_FS,3.20,0.55,0,0,0,2019-02-04
FCCoSp3,4CC_1819,Ting CUI,LADIES_FS,2.25,0.00,1,0,1,2019-02-04
LSp4,4CC_1819,Hongyi CHEN,LADIES_FS,2.70,0.62,0,0,0,2019-02-04
